Image_name;Cell_id;RgbMean_r;RgbMean_g;RgbMean_b;Canny_thresh_10;Canny_thresh_15;Canny_thresh_20;Canny_thresh_25;Canny_thresh_30;Canny_thresh_35;Canny_thresh_40;Canny_thresh_45;Canny_thresh_50;Canny_thresh_55;Canny_thresh_60;Canny_thresh_65;Canny_thresh_70;Canny_thresh_75;Canny_thresh_80;Canny_thresh_85;Canny_thresh_90;Canny_thresh_95;Canny_thresh_100;Mean;Modus;Mean_dev;Modus_dev;Harris_Q0.02_D5;Harris_Q0.02_D10;Harris_Q0.02_D20;Harris_Q0.16_D5;Harris_Q0.16_D10;Harris_Q0.16_D20;Road;Main_road;Laws_W7_b;Laws_W7_o;Laws_W7_r;Laws_W7_v_r;Laws_W7_v_u;Laws_W11_b;Laws_W11_o;Laws_W11_r;Laws_W11_v_r;Laws_W11_v_u;Laws_W15_b;Laws_W15_o;Laws_W15_r;Laws_W15_v_r;Laws_W15_v_u;Laws_W31_b;Laws_W31_o;Laws_W31_r;Laws_W31_v_r;Laws_W31_v_u;b;v;r
47.172147|18.562342;0;42.7456;49.1904;52.9272;572;217;115;91;91;91;91;89;89;81;81;0;0;0;0;0;0;0;0;178.707;0;83.7215;141.967;0;0;0;0;0;0;0;0;456;0;0;2350;1038;387;0;0;2206;1251;8;0;0;2062;1774;0;0;0;1894;1950;0;2;0
47.172147|18.562342;1;37.9771;48.0942;52.8535;694;348;164;154;128;101;96;96;89;72;63;0;0;0;0;0;0;0;0;200.764;199;10.8788;11.0359;0;0;0;0;0;0;0;0;1144;1;0;2218;481;762;0;0;2177;905;84;0;122;2305;1333;0;0;0;2155;1689;0;2;0
47.172147|18.562342;2;60.1093;62.5356;65.3283;659;617;443;333;287;214;208;178;172;106;53;51;50;38;26;0;0;0;0;206.689;240;49.8621;51.8292;0;0;0;0;0;0;0;0;1453;10;0;42;2339;668;0;0;0;3176;311;0;55;0;3478;0;0;0;27;3817;0;2;0
47.172147|18.562342;3;42.4363;46.3533;49.8015;559;192;79;38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;208.177;210;26.2736;26.1742;0;0;0;0;0;0;0;0;600;0;0;728;2516;230;0;0;397;3217;0;0;0;225;3619;0;0;0;467;3377;0;2;0
47.172147|18.562342;4;42.27;48.725;52.1433;878;718;524;463;284;226;180;151;103;70;46;32;30;18;0;0;0;0;0;199.1;200;47.6552;47.4989;0;0;0;0;0;0;40;0;1496;15;0;1120;1213;863;0;0;1082;1899;241;0;0;1191;2412;0;0;0;1345;2499;0;2;0
47.172147|18.562342;5;61.6759;62.2232;64.7932;955;917;826;799;728;649;594;563;502;487;437;351;314;307;267;264;261;233;215;199.993;0;84.1779;124.358;4;3;2;1;1;1;297;0;1929;346;76;270;1223;2473;239;124;77;931;2147;196;213;69;1219;671;6;588;652;1927;1;2;1
47.172147|18.562342;6;67.8143;65.6332;68.6465;1037;1025;972;958;944;920;886;845;790;726;683;658;621;415;389;366;311;282;266;205.903;0;95.677;105.273;7;4;2;5;4;2;538;0;1625;554;243;418;1004;2514;513;338;154;325;2814;388;450;91;101;1170;70;1080;1255;269;1;1;1
47.172147|18.562342;7;77.9971;68.5276;70.0523;865;790;677;581;535;481;433;389;348;326;307;301;286;270;258;209;104;104;93;181.839;0;148.079;64.0665;4;3;2;1;1;1;183;0;1065;281;133;98;2267;1092;257;152;6;2337;830;188;183;16;2627;1145;0;410;49;2240;1;0;0
47.172147|18.562342;8;74.1766;65.5013;67.7581;1037;967;896;862;831;785;722;696;687;646;627;559;525;519;494;473;454;406;394;196.396;0;130.077;74.4984;7;6;3;1;1;1;511;0;1429;612;227;461;1115;2310;369;274;242;649;2639;190;394;266;355;1813;0;1147;716;168;2;1;1
47.172147|18.562342;9;70.4672;63.2516;66.0713;1024;946;878;842;792;769;704;691;589;554;492;490;459;447;400;396;382;376;346;189.969;0;128.978;84.8069;13;6;3;2;1;1;450;0;1066;1126;103;901;648;1594;991;171;731;357;1844;852;173;679;296;1283;401;384;1583;193;2;1;1
