Image_name;Cell_id;RgbMean_r;RgbMean_g;RgbMean_b;Canny_thresh_10;Canny_thresh_15;Canny_thresh_20;Canny_thresh_25;Canny_thresh_30;Canny_thresh_35;Canny_thresh_40;Canny_thresh_45;Canny_thresh_50;Canny_thresh_55;Canny_thresh_60;Canny_thresh_65;Canny_thresh_70;Canny_thresh_75;Canny_thresh_80;Canny_thresh_85;Canny_thresh_90;Canny_thresh_95;Canny_thresh_100;Mean;Modus;Mean_dev;Modus_dev;Harris_Q0.02_D5;Harris_Q0.02_D10;Harris_Q0.02_D20;Harris_Q0.16_D5;Harris_Q0.16_D10;Harris_Q0.16_D20;Road;Main_road;Laws_W7_b;Laws_W7_o;Laws_W7_r;Laws_W7_v_r;Laws_W7_v_u;Laws_W11_b;Laws_W11_o;Laws_W11_r;Laws_W11_v_r;Laws_W11_v_u;Laws_W15_b;Laws_W15_o;Laws_W15_r;Laws_W15_v_r;Laws_W15_v_u;Laws_W31_b;Laws_W31_o;Laws_W31_r;Laws_W31_v_r;Laws_W31_v_u;b;v;r
47.349928|18.4666598;0;59.6946;64.6839;61.9722;835;715;424;384;309;295;243;213;205;173;122;94;78;72;31;30;30;27;0;121.872;180;64.9539;87.6527;0;0;0;0;0;0;0;0;6;0;0;587;3251;0;0;0;515;3329;0;0;0;580;3264;0;0;0;745;3099;0;2;0
47.349928|18.4666598;1;34.7729;48.7672;49.8122;835;650;474;413;391;363;300;255;163;140;131;101;69;68;19;8;7;5;0;183.033;180;18.2994;18.8681;1;1;0;0;0;0;0;0;3;0;0;2397;1444;0;0;0;2362;1482;1;0;0;2509;1334;0;0;0;2705;1139;0;2;0
47.349928|18.4666598;2;49.6446;52.9501;54.3681;956;868;745;666;553;511;453;418;323;244;234;229;157;131;127;115;70;56;56;173.181;180;83.3879;83.7026;2;2;1;0;0;0;0;0;196;0;30;2056;1562;296;0;44;2158;1346;587;0;67;2431;759;664;0;73;3014;93;0;2;0
47.349928|18.4666598;3;90.8083;84.6751;84.5866;901;840;798;764;707;669;625;608;578;558;520;514;470;467;463;459;447;411;330;132.203;0;121.895;76.1878;12;5;2;4;2;1;83;0;1280;0;619;600;1345;1566;0;579;429;1270;1983;0;347;342;1172;2312;0;673;333;526;2;1;0
47.349928|18.4666598;4;123.894;107.482;104.573;964;921;884;849;808;782;690;681;660;650;614;609;591;586;578;542;510;460;420;57.9001;0;64.143;40.3413;11;5;3;1;1;0;572;0;2125;0;775;325;619;2341;0;852;225;426;3129;0;372;128;215;3287;0;557;0;0;1;1;0
47.349928|18.4666598;5;108.269;96.5029;94.3965;889;841;744;732;694;657;600;598;579;575;560;547;546;504;462;458;447;412;276;85.2638;0;87.8338;52.6882;6;4;3;1;1;1;510;0;1974;0;299;347;1224;2097;0;458;277;1012;1941;0;751;183;969;2380;0;1363;0;101;1;1;0
47.349928|18.4666598;6;94.6569;81.8637;80.6126;875;722;632;584;539;477;462;405;401;372;353;344;342;340;289;285;273;271;199;79.9477;0;80.1232;26.9069;2;2;2;1;1;1;484;0;1253;0;135;163;2293;1198;0;515;93;2038;1185;0;774;0;1885;1218;0;2041;0;585;1;2;0
47.349928|18.4666598;7;110.745;92.7872;91.2656;877;682;408;282;189;179;141;139;116;116;113;111;109;106;105;96;92;89;45;48.8616;0;44.9218;7.59665;2;1;1;0;0;0;565;0;887;0;310;0;2647;1360;0;500;0;1984;1819;0;419;0;1606;703;0;2249;0;892;0;2;0
47.349928|18.4666598;8;87.544;76.2045;76.751;877;729;487;292;138;121;115;58;57;56;55;55;44;44;23;23;22;22;22;137.616;0;141.042;37.6861;1;1;1;0;0;0;248;0;355;0;121;12;3356;576;0;97;0;3171;638;0;114;0;3092;257;0;990;0;2597;0;2;0
47.349928|18.4666598;9;74.0239;66.2703;67.6324;905;760;587;384;278;228;40;0;0;0;0;0;0;0;0;0;0;0;0;176.232;0;149.493;66.0718;0;0;0;0;0;0;0;0;155;0;0;61;3628;126;0;0;0;3718;66;0;17;0;3761;0;0;239;0;3605;0;2;0
