Image_name;Cell_id;RgbMean_r;RgbMean_g;RgbMean_b;Canny_thresh_10;Canny_thresh_15;Canny_thresh_20;Canny_thresh_25;Canny_thresh_30;Canny_thresh_35;Canny_thresh_40;Canny_thresh_45;Canny_thresh_50;Canny_thresh_55;Canny_thresh_60;Canny_thresh_65;Canny_thresh_70;Canny_thresh_75;Canny_thresh_80;Canny_thresh_85;Canny_thresh_90;Canny_thresh_95;Canny_thresh_100;Mean;Modus;Mean_dev;Modus_dev;Harris_Q0.02_D5;Harris_Q0.02_D10;Harris_Q0.02_D20;Harris_Q0.16_D5;Harris_Q0.16_D10;Harris_Q0.16_D20;Road;Main_road;Laws_W7_b;Laws_W7_o;Laws_W7_r;Laws_W7_v_r;Laws_W7_v_u;Laws_W11_b;Laws_W11_o;Laws_W11_r;Laws_W11_v_r;Laws_W11_v_u;Laws_W15_b;Laws_W15_o;Laws_W15_r;Laws_W15_v_r;Laws_W15_v_u;Laws_W31_b;Laws_W31_o;Laws_W31_r;Laws_W31_v_r;Laws_W31_v_u;b;v;r
47.924996|20.338277;0;106.958;122.867;122.896;217;66;37;37;21;21;17;16;16;15;14;13;0;0;0;0;0;0;0;180.303;180;5.82192;5.82979;0;0;0;0;0;0;0;0;0;0;0;31;3813;0;0;0;22;3822;0;0;0;30;3814;0;0;0;103;3741;0;2;0
47.924996|20.338277;1;113.441;128.181;128.061;330;174;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;180.081;180;6.37046;6.37098;0;0;0;0;0;0;0;0;0;0;0;11;3833;0;0;0;13;3831;0;0;0;31;3813;0;0;0;90;3754;0;2;0
47.924996|20.338277;2;132.828;135.59;135.688;691;557;434;414;368;344;320;273;259;155;60;55;46;45;23;23;23;22;20;155.571;180;89.687;94.2549;1;1;1;0;0;0;0;0;0;0;505;2;3337;0;0;730;0;3114;0;0;1133;0;2711;0;0;1509;0;2335;0;2;0
47.924996|20.338277;3;135.175;139.695;139.817;570;340;147;112;91;87;56;40;31;27;27;26;0;0;0;0;0;0;0;176.307;180;58.714;58.8312;0;0;0;0;0;0;0;0;0;0;151;0;3693;0;0;226;5;3613;0;0;346;4;3494;0;0;269;0;3575;0;2;0
47.924996|20.338277;4;124.198;130.71;132.446;717;596;486;477;405;334;298;295;175;143;76;73;6;6;6;6;6;6;6;183.735;180;40.9211;41.6326;1;1;1;0;0;0;472;0;0;0;727;1;3116;0;0;901;1;2942;0;0;1147;0;2697;0;0;1737;0;2107;0;2;0
47.924996|20.338277;5;103.175;111.307;116.907;631;392;138;60;60;60;32;14;13;13;12;3;0;0;0;0;0;0;0;204.588;210;8.14057;9.77598;0;0;0;0;0;0;0;0;0;0;0;0;3844;0;0;0;0;3844;0;0;0;0;3844;0;0;0;0;3844;0;2;0
47.924996|20.338277;6;106.649;115.267;120.069;685;445;253;187;170;168;138;82;82;82;81;0;0;0;0;0;0;0;0;202.563;210;9.44571;12.0227;0;0;0;0;0;0;0;0;0;0;0;0;3844;0;0;0;0;3844;0;0;0;0;3844;0;0;404;0;3440;0;2;0
47.924996|20.338277;7;107.793;116.498;120.525;523;351;220;193;164;146;117;78;76;76;76;0;0;0;0;0;0;0;0;200.628;210;12.8183;15.6572;0;0;0;0;0;0;0;0;0;0;0;0;3844;0;0;0;0;3844;0;0;0;0;3844;0;0;1111;0;2733;0;2;0
47.924996|20.338277;8;98.5468;114.349;117.582;828;502;137;50;27;5;5;5;5;5;5;0;0;0;0;0;0;0;0;191.579;183;9.38925;12.719;0;0;0;0;0;0;0;0;0;0;0;0;3844;0;0;0;0;3844;0;0;0;0;3844;0;0;0;0;3844;0;2;0
47.924996|20.338277;9;102.383;112.723;117.856;737;224;29;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;200.091;201;5.96093;6.02985;0;0;0;0;0;0;0;0;0;0;0;0;3844;0;0;0;0;3844;0;0;0;0;3844;0;0;0;0;3844;0;2;0
47.924996|20.338277;10;106.239;121.291;121.357;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;180.24;180;3.85179;3.85929;0;0;0;0;0;0;0;0;0;0;0;0;3844;0;0;0;0;3844;0;0;0;0;3844;0;0;0;0;3844;0;2;0
47.924996|20.338277;11;106.495;122.786;122.508;206;70;20;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;179.313;180;4.47599;4.52843;0;0;0;0;0;0;0;0;0;0;0;0;3844;0;0;0;0;3844;0;0;0;0;3844;0;0;0;0;3844;0;2;0
47.924996|20.338277;12;130.531;131.229;132.463;793;675;616;484;425;414;375;334;324;296;251;216;133;107;102;78;67;67;12;163.236;180;101.629;103.324;2;1;1;0;0;0;0;0;0;0;767;24;3053;0;0;963;0;2881;0;0;1107;0;2737;71;0;1127;0;2646;0;2;0
47.924996|20.338277;13;144.556;142.883;144.358;929;891;844;818;783;769;708;669;599;596;550;521;357;336;311;303;278;277;276;173.771;180;114.923;115.132;12;7;2;5;2;2;0;0;450;0;1342;3;2049;544;0;1734;0;1566;661;0;2379;0;804;1626;0;1466;0;752;1;2;0
47.924996|20.338277;14;110.853;120.909;123.357;772;649;550;544;503;456;411;390;335;325;315;307;161;160;156;150;149;146;146;189.108;180;24.7253;26.7674;9;4;1;0;0;0;463;0;2;0;416;155;3271;0;0;687;31;3126;0;0;854;0;2990;6;0;2397;0;1441;0;2;0
47.924996|20.338277;15;98.1821;110.467;114.908;653;245;119;111;110;94;93;70;70;69;69;69;0;0;0;0;0;0;0;196.903;196;8.39267;8.44111;0;0;0;0;0;0;0;0;0;0;0;0;3844;0;0;0;0;3844;0;0;0;0;3844;0;0;321;0;3523;0;2;0
47.924996|20.338277;16;93.0585;108.214;112.206;632;267;26;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;192.287;194;5.84391;6.08973;0;0;0;0;0;0;0;0;0;0;0;0;3844;0;0;0;0;3844;0;0;0;0;3844;0;0;0;0;3844;0;2;0
47.924996|20.338277;17;93.4069;108.523;112.17;599;120;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;191.696;191;5.90976;5.95057;0;0;0;0;0;0;0;0;0;0;0;0;3844;0;0;0;0;3844;0;0;0;0;3844;0;0;0;0;3844;0;2;0
47.924996|20.338277;18;94.4774;111.874;114.834;758;289;120;73;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;189.333;185;6.09057;7.47509;0;0;0;0;0;0;0;0;0;0;0;0;3844;0;0;0;0;3844;0;0;0;0;3844;0;0;0;0;3844;0;2;0
47.924996|20.338277;19;97.8137;111.389;116.07;779;518;102;7;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;195.881;197;6.71064;6.8033;0;0;0;0;0;0;0;0;0;0;0;0;3844;0;0;0;0;3844;0;0;0;0;3844;0;0;0;0;3844;0;2;0
47.924996|20.338277;20;105.673;119.566;120.584;472;263;179;109;62;4;4;0;0;0;0;0;0;0;0;0;0;0;0;183.964;180;6.27683;7.42407;0;0;0;0;0;0;0;0;0;0;0;0;3844;0;0;0;0;3844;0;0;0;0;3844;0;0;0;0;3844;0;2;0
47.924996|20.338277;21;107.144;120.937;121.349;588;500;214;107;66;26;23;0;0;0;0;0;0;0;0;0;0;0;0;182.011;180;5.96251;6.29248;0;0;0;0;0;0;0;0;0;0;0;0;3844;0;0;0;0;3844;0;0;0;0;3844;0;0;0;0;3844;0;2;0
47.924996|20.338277;22;104.456;112.663;116.179;863;785;664;587;534;477;431;398;361;332;311;291;251;243;218;215;209;202;124;212.046;180;49.1874;60.042;11;8;3;2;2;1;0;0;0;0;0;98;3746;0;0;0;22;3822;0;0;97;0;3747;0;0;1366;0;2478;0;2;0
47.924996|20.338277;23;123.176;128.453;131.48;949;864;757;705;619;582;523;476;378;358;303;287;267;258;237;237;229;227;177;207.656;180;48.0529;58.0402;16;7;3;4;3;1;0;0;141;0;252;1;3450;128;0;596;0;3120;144;0;1164;0;2536;486;0;2977;0;381;1;2;0
47.924996|20.338277;24;107.102;122.107;124.077;870;765;626;583;487;478;431;396;378;330;326;231;224;224;212;207;204;204;200;184.512;180;15.144;15.8554;10;7;3;2;1;1;490;0;103;0;322;3;3416;92;0;460;0;3292;78;0;950;0;2816;295;0;2341;0;1208;1;2;0
47.924996|20.338277;25;88.9935;104.626;109.289;655;305;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;193.592;191;5.32783;5.92496;0;0;0;0;0;0;0;0;0;0;0;0;3844;0;0;0;0;3844;0;0;0;0;3844;0;0;0;0;3844;0;2;0
47.924996|20.338277;26;90.8598;106.39;110.775;603;260;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;193.162;194;5.32166;5.38724;0;0;0;0;0;0;0;0;0;0;0;0;3844;0;0;0;0;3844;0;0;0;0;3844;0;0;0;0;3844;0;2;0
47.924996|20.338277;27;96.089;110.309;113.634;604;295;94;68;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;190.995;189;7.54319;7.80257;0;0;0;0;0;0;0;0;0;0;0;0;3844;0;0;0;0;3844;0;0;0;0;3844;0;0;0;0;3844;0;2;0
47.924996|20.338277;28;107.403;118.872;121.73;693;531;326;213;107;47;39;0;0;0;0;0;0;0;0;0;0;0;0;193.55;189;9.35095;10.3996;0;0;0;0;0;0;0;0;0;0;0;0;3844;0;0;0;0;3844;0;0;0;0;3844;0;0;0;0;3844;0;2;0
47.924996|20.338277;29;120.344;128.602;131.234;549;371;218;96;32;30;29;0;0;0;0;0;0;0;0;0;0;0;0;198.104;180;12.9104;22.2374;0;0;0;0;0;0;0;0;0;0;0;0;3844;0;0;0;0;3844;0;0;0;0;3844;0;0;0;0;3844;0;2;0
47.924996|20.338277;30;107.68;121.694;121.419;746;500;254;192;176;144;78;0;0;0;0;0;0;0;0;0;0;0;0;179.031;180;5.34056;5.42783;0;0;0;0;0;0;0;0;0;0;0;0;3844;0;0;0;0;3844;0;0;0;0;3844;0;0;0;2;3842;0;2;0
47.924996|20.338277;31;109.909;123.159;123.016;855;647;431;293;252;146;87;8;8;8;8;8;8;8;8;8;8;8;8;180.191;180;7.35302;7.35549;0;0;0;0;0;0;0;0;0;0;0;0;3844;0;0;0;1;3843;0;0;0;1;3843;0;0;0;2;3842;0;2;0
