Image_name;Cell_id;RgbMean_r;RgbMean_g;RgbMean_b;Canny_thresh_10;Canny_thresh_15;Canny_thresh_20;Canny_thresh_25;Canny_thresh_30;Canny_thresh_35;Canny_thresh_40;Canny_thresh_45;Canny_thresh_50;Canny_thresh_55;Canny_thresh_60;Canny_thresh_65;Canny_thresh_70;Canny_thresh_75;Canny_thresh_80;Canny_thresh_85;Canny_thresh_90;Canny_thresh_95;Canny_thresh_100;Mean;Modus;Mean_dev;Modus_dev;Harris_Q0.02_D5;Harris_Q0.02_D10;Harris_Q0.02_D20;Harris_Q0.16_D5;Harris_Q0.16_D10;Harris_Q0.16_D20;Road;Main_road;Laws_W7_b;Laws_W7_o;Laws_W7_r;Laws_W7_v_r;Laws_W7_v_u;Laws_W11_b;Laws_W11_o;Laws_W11_r;Laws_W11_v_r;Laws_W11_v_u;Laws_W15_b;Laws_W15_o;Laws_W15_r;Laws_W15_v_r;Laws_W15_v_u;Laws_W31_b;Laws_W31_o;Laws_W31_r;Laws_W31_v_r;Laws_W31_v_u;b;v;r
47.593001|19.368395;0;105.512;117.289;117.859;851;789;689;670;640;616;563;550;523;492;469;468;442;442;422;406;383;375;363;163.56;180;44.9971;47.9363;10;8;3;1;1;1;786;0;269;0;1307;841;1427;509;0;1302;788;1245;541;0;1592;733;978;318;0;2326;73;1127;0;2;1
47.593001|19.368395;1;81.9745;101.005;102.065;999;955;871;854;787;745;707;675;634;598;533;514;491;434;382;361;337;318;314;175.845;180;27.8201;28.1287;14;8;6;0;0;0;325;0;72;0;833;1752;1187;223;0;984;1784;853;357;0;1152;1835;500;90;0;1604;1567;583;0;2;1
47.593001|19.368395;2;74.9188;92.7882;96.9815;1057;1019;982;953;894;886;845;827;800;762;708;682;644;616;600;559;470;414;317;181.946;180;34.5012;34.5929;16;9;4;1;0;0;6;0;235;0;326;2616;667;259;0;490;2627;468;154;0;953;2539;198;260;0;891;1963;730;1;2;0
47.593001|19.368395;3;102.42;112.282;115.042;963;936;895;872;843;825;787;770;718;701;654;632;602;588;515;510;484;443;397;176.111;180;47.3506;47.5101;25;17;6;4;3;2;536;0;505;0;1166;1653;520;525;0;1472;1608;239;781;0;1485;1499;79;1171;0;1560;920;193;1;2;0
47.593001|19.368395;4;84.5905;100.591;102.904;632;580;530;514;458;445;403;394;374;373;327;320;318;311;228;225;221;203;202;182.087;180;26.8517;26.998;9;6;3;0;0;0;15;0;52;0;285;1414;2093;22;0;503;1375;1944;11;0;680;1290;1863;22;0;813;980;2029;1;2;0
47.593001|19.368395;5;89.6491;102.3;103.888;873;651;593;559;515;489;449;433;410;403;336;284;214;213;210;208;207;180;177;172.12;180;38.7225;39.5164;5;4;3;0;0;0;172;0;78;0;391;1373;2002;26;0;484;1341;1993;26;0;565;1378;1875;0;0;393;1070;2381;0;2;0
47.593001|19.368395;6;114.126;124.731;119.031;294;16;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;146.343;160;17.5666;22.2521;0;0;0;0;0;0;0;0;83;0;95;4;3662;133;0;20;0;3691;0;0;21;0;3823;0;0;26;0;3818;0;2;0
47.593001|19.368395;7;110.649;120.624;115.178;308;9;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;143.888;120;18.6246;30.2926;0;0;0;0;0;0;0;0;59;0;40;15;3730;111;0;28;0;3705;0;0;57;0;3787;0;0;21;0;3823;0;2;0
47.593001|19.368395;8;95.7989;107.347;105.978;696;557;446;349;339;327;320;316;307;298;243;225;165;156;155;155;154;151;147;147.415;180;51.3153;61.0161;9;6;3;0;0;0;0;0;118;0;211;1003;2512;128;0;287;861;2568;0;0;686;738;2420;0;0;880;309;2655;0;2;0
47.593001|19.368395;9;68.0884;89.0437;93.5684;922;844;743;734;705;662;613;575;551;540;513;470;427;395;388;382;328;276;209;187.037;180;20.0654;21.3875;7;6;4;0;0;0;0;0;22;0;72;2222;1528;51;0;140;2205;1448;47;0;333;2150;1314;59;0;536;1722;1527;0;2;0
