Image_name;Cell_id;RgbMean_r;RgbMean_g;RgbMean_b;Canny_thresh_10;Canny_thresh_15;Canny_thresh_20;Canny_thresh_25;Canny_thresh_30;Canny_thresh_35;Canny_thresh_40;Canny_thresh_45;Canny_thresh_50;Canny_thresh_55;Canny_thresh_60;Canny_thresh_65;Canny_thresh_70;Canny_thresh_75;Canny_thresh_80;Canny_thresh_85;Canny_thresh_90;Canny_thresh_95;Canny_thresh_100;Mean;Modus;Mean_dev;Modus_dev;Harris_Q0.02_D5;Harris_Q0.02_D10;Harris_Q0.02_D20;Harris_Q0.16_D5;Harris_Q0.16_D10;Harris_Q0.16_D20;Road;Main_road;Laws_W7_b;Laws_W7_o;Laws_W7_r;Laws_W7_v_r;Laws_W7_v_u;Laws_W11_b;Laws_W11_o;Laws_W11_r;Laws_W11_v_r;Laws_W11_v_u;Laws_W15_b;Laws_W15_o;Laws_W15_r;Laws_W15_v_r;Laws_W15_v_u;Laws_W31_b;Laws_W31_o;Laws_W31_r;Laws_W31_v_r;Laws_W31_v_u;b;v;r
46.452978|19.182502;0;77.5965;79.1262;95.7224;918;871;790;703;636;609;524;437;344;329;261;185;175;98;27;24;6;2;2;236.895;240;10.827;11.2636;13;8;4;0;0;0;0;0;0;0;0;1278;2566;0;0;0;967;2877;0;0;0;932;2912;0;0;0;2340;1504;0;2;0
46.452978|19.182502;1;52.1569;60.1616;80.6272;1020;975;910;883;818;755;666;538;390;302;231;197;117;61;61;61;52;48;48;224.587;221;8.0216;8.78732;23;13;5;2;2;2;0;0;0;0;0;2986;858;0;0;0;2975;869;0;0;0;3233;611;0;0;0;3844;0;0;2;0
46.452978|19.182502;2;52.4089;56.8772;77.6454;1063;996;933;902;843;784;693;604;489;454;359;183;92;49;31;30;29;0;0;231.994;240;10.9789;13.5887;39;16;6;1;1;1;0;0;0;0;0;3585;259;0;0;0;3577;267;0;0;0;3803;41;0;0;0;3844;0;0;2;0
46.452978|19.182502;3;69.73;68.1441;86.0442;1042;993;937;923;859;827;776;694;614;557;478;391;343;316;169;121;78;72;63;246.852;240;11.5621;13.4407;38;14;4;7;4;3;0;0;0;0;0;2277;1567;0;0;0;1781;2063;0;0;0;2072;1772;0;0;0;3223;621;0;2;0
46.452978|19.182502;4;42.6548;50.6397;72.1621;992;888;776;558;412;326;153;136;81;80;29;29;29;29;0;0;0;0;0;224.702;226;7.78901;7.89638;4;2;1;0;0;0;0;0;0;0;0;3784;60;0;0;0;3790;54;0;0;0;3823;21;0;0;0;3844;0;0;2;0
46.452978|19.182502;5;48.5346;51.5414;72.6522;979;876;699;594;496;312;186;113;90;59;53;0;0;0;0;0;0;0;0;233.369;235;6.4702;6.67262;1;1;1;0;0;0;0;0;0;0;0;3555;289;0;0;0;3489;355;0;0;0;3593;251;0;0;0;3672;172;0;2;0
46.452978|19.182502;6;45.2901;50.0721;72.6483;912;883;839;784;741;684;614;590;415;367;318;256;229;207;141;140;113;113;78;231.924;240;9.18603;12.2322;27;14;5;2;1;1;0;0;0;0;0;2977;867;0;0;0;2896;948;0;0;0;3003;841;0;0;0;3729;115;0;2;0
46.452978|19.182502;7;35.6733;42.8171;65.8574;1007;979;919;879;795;704;498;452;351;41;10;10;10;10;10;10;10;0;0;226.373;225;5.82307;5.98274;15;10;5;1;1;1;0;0;0;0;0;3746;98;0;0;0;3731;113;0;0;0;3766;78;0;0;0;3842;2;0;2;0
46.452978|19.182502;8;69.9272;77.3809;91.775;977;916;855;777;697;608;516;485;459;413;397;315;289;257;251;171;83;32;0;220.641;224;11.9768;12.4391;12;7;4;0;0;0;0;0;0;0;0;1664;2180;0;0;0;1333;2511;0;0;0;1305;2539;0;0;0;2205;1639;0;2;0
46.452978|19.182502;9;124.082;129.331;136.367;962;862;742;620;543;470;308;270;181;131;35;32;32;32;32;32;0;0;0;213.659;210;10.5108;11.1297;2;2;2;0;0;0;0;0;0;0;0;18;3826;0;0;0;0;3844;0;0;0;0;3844;0;0;0;0;3844;0;2;0
