Image_name;Cell_id;RgbMean_r;RgbMean_g;RgbMean_b;Canny_thresh_10;Canny_thresh_15;Canny_thresh_20;Canny_thresh_25;Canny_thresh_30;Canny_thresh_35;Canny_thresh_40;Canny_thresh_45;Canny_thresh_50;Canny_thresh_55;Canny_thresh_60;Canny_thresh_65;Canny_thresh_70;Canny_thresh_75;Canny_thresh_80;Canny_thresh_85;Canny_thresh_90;Canny_thresh_95;Canny_thresh_100;Mean;Modus;Mean_dev;Modus_dev;Harris_Q0.02_D5;Harris_Q0.02_D10;Harris_Q0.02_D20;Harris_Q0.16_D5;Harris_Q0.16_D10;Harris_Q0.16_D20;Road;Main_road;Laws_W7_b;Laws_W7_o;Laws_W7_r;Laws_W7_v_r;Laws_W7_v_u;Laws_W11_b;Laws_W11_o;Laws_W11_r;Laws_W11_v_r;Laws_W11_v_u;Laws_W15_b;Laws_W15_o;Laws_W15_r;Laws_W15_v_r;Laws_W15_v_u;Laws_W31_b;Laws_W31_o;Laws_W31_r;Laws_W31_v_r;Laws_W31_v_u;b;v;r
47.516598|18.983301;0;15.1176;26.5466;33.6808;954;882;700;591;382;341;244;128;98;0;0;0;0;0;0;0;0;0;0;203.526;200;14.5151;15.1568;0;0;0;0;0;0;0;0;208;0;1;3635;0;382;0;0;3462;0;198;0;0;3646;0;17;0;11;3787;29;0;2;0
47.516598|18.983301;1;27.4987;36.7971;43.5479;963;899;832;770;574;550;421;387;293;283;184;99;32;29;0;0;0;0;0;207.887;210;20.1511;20.144;4;3;1;2;2;1;0;0;1210;0;15;2498;121;1136;0;50;2545;113;1007;0;34;2691;112;1243;0;30;2527;44;1;2;0
47.516598|18.983301;2;22.9878;32.083;40.6405;961;904;837;757;672;601;506;472;425;306;234;106;36;18;2;2;2;2;0;210.415;210;16.5105;16.5533;1;1;1;1;1;1;0;0;691;0;33;2960;160;438;0;11;3252;143;318;0;79;3339;108;264;0;84;2892;604;1;2;0
47.516598|18.983301;3;28.308;35.8447;43.8101;924;876;809;771;666;598;445;427;338;290;236;129;127;126;101;99;68;67;34;212.991;240;22.7313;32.7774;7;4;4;0;0;0;227;0;1041;0;17;2783;3;921;0;18;2904;1;820;0;6;3018;0;1032;0;0;2812;0;1;2;1
47.516598|18.983301;4;34.1324;40.2732;47.6943;975;862;793;743;704;676;528;480;446;392;224;193;185;183;111;108;104;102;98;213.078;240;28.4125;35.6331;2;1;1;0;0;0;642;0;1483;0;37;2309;15;1262;0;101;2474;7;1220;0;87;2537;0;1890;0;19;1832;103;1;2;1
47.516598|18.983301;5;37.1532;42.6353;50.3822;940;896;842;816;742;670;562;538;516;501;401;372;328;307;262;197;192;192;146;212.857;210;34.3258;35.2053;8;7;3;2;2;2;645;0;1683;0;73;1958;130;1448;0;151;2160;85;1328;0;171;2318;27;2322;0;141;1291;90;1;1;1
47.516598|18.983301;6;36.8905;42.3145;50.1517;940;890;808;721;582;484;413;403;375;355;226;195;169;163;119;109;76;76;74;204.67;210;50.7411;50.3963;5;5;4;3;3;2;644;0;1189;0;197;2333;125;954;0;269;2540;81;1115;0;258;2446;25;1630;0;512;1651;51;1;2;1
47.516598|18.983301;7;59.795;64.1756;70.0364;917;860;779;699;663;641;612;539;462;459;398;363;337;317;251;232;179;177;167;190.213;210;67.2553;69.1371;3;3;2;2;2;1;1018;0;2381;0;229;867;367;2082;0;537;915;310;2183;0;709;823;129;2321;0;1443;80;0;2;1;1
47.516598|18.983301;8;33.3759;42.0512;50.9493;922;855;757;682;601;581;505;457;403;337;272;229;208;201;158;151;85;82;31;209.337;210;28.4639;28.3471;2;2;1;2;2;1;98;0;1327;0;119;2202;196;1017;0;255;2354;218;1076;0;381;2277;110;1859;0;358;1393;234;1;2;1
47.516598|18.983301;9;33.2557;42.4285;51.2549;959;920;851;795;740;660;548;501;373;332;292;268;255;222;177;165;145;144;124;209.661;210;15.1753;15.1497;0;0;0;0;0;0;0;0;1458;0;58;2253;75;1125;0;128;2456;135;1072;0;209;2479;84;1815;0;560;1309;160;1;2;1
