Image_name;Cell_id;RgbMean_r;RgbMean_g;RgbMean_b;Canny_thresh_10;Canny_thresh_15;Canny_thresh_20;Canny_thresh_25;Canny_thresh_30;Canny_thresh_35;Canny_thresh_40;Canny_thresh_45;Canny_thresh_50;Canny_thresh_55;Canny_thresh_60;Canny_thresh_65;Canny_thresh_70;Canny_thresh_75;Canny_thresh_80;Canny_thresh_85;Canny_thresh_90;Canny_thresh_95;Canny_thresh_100;Mean;Modus;Mean_dev;Modus_dev;Harris_Q0.02_D5;Harris_Q0.02_D10;Harris_Q0.02_D20;Harris_Q0.16_D5;Harris_Q0.16_D10;Harris_Q0.16_D20;Road;Main_road;Laws_W7_b;Laws_W7_o;Laws_W7_r;Laws_W7_v_r;Laws_W7_v_u;Laws_W11_b;Laws_W11_o;Laws_W11_r;Laws_W11_v_r;Laws_W11_v_u;Laws_W15_b;Laws_W15_o;Laws_W15_r;Laws_W15_v_r;Laws_W15_v_u;Laws_W31_b;Laws_W31_o;Laws_W31_r;Laws_W31_v_r;Laws_W31_v_u;b;v;r
47.662053|18.401523;0;72.0208;76.1995;87.8348;1003;968;898;856;786;758;666;586;546;474;365;357;320;311;261;237;217;98;91;226.893;240;25.7374;26.8111;1;1;1;0;0;0;756;0;23;0;739;2250;832;1;0;914;2323;606;1;0;1087;2215;541;0;0;1218;2237;389;0;2;1
47.662053|18.401523;1;82.0578;83.0052;92.347;967;936;867;798;696;584;502;434;361;348;308;275;231;225;202;174;153;127;109;231.597;240;48.2664;45.2331;0;0;0;0;0;0;105;0;15;0;788;1919;1122;0;0;850;2020;974;0;0;1001;2113;730;0;0;823;1842;1179;0;2;1
47.662053|18.401523;2;92.7094;95.8655;100.629;865;683;546;480;451;412;363;310;212;206;151;151;150;140;138;137;136;135;133;211.202;180;46.6903;61.4053;0;0;0;0;0;0;0;0;0;0;486;933;2425;0;0;584;917;2343;0;0;537;949;2358;0;0;709;574;2561;0;2;0
47.662053|18.401523;3;103.018;109.905;111.699;776;476;220;177;95;83;63;49;2;2;2;2;2;2;2;2;2;2;0;194.388;180;21.942;26.8991;0;0;0;0;0;0;0;0;0;0;132;0;3712;0;0;149;0;3695;0;0;89;0;3755;0;0;183;0;3661;0;2;0
47.662053|18.401523;4;102.958;110.782;112.381;601;442;135;54;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;190.784;180;11.8219;16.0028;0;0;0;0;0;0;0;0;0;0;40;0;3804;0;0;69;0;3775;0;0;47;0;3797;0;0;155;0;3689;0;2;0
47.662053|18.401523;5;106.15;110.913;112.793;801;365;115;110;81;81;58;43;43;43;43;43;43;43;43;43;42;42;41;203.848;180;44.8484;52.7798;0;0;0;0;0;0;0;0;0;0;274;4;3566;0;0;286;0;3558;0;0;277;0;3567;0;0;141;0;3703;0;2;0
47.662053|18.401523;6;100.406;95.6342;100.524;987;908;805;731;638;547;459;421;308;299;280;258;160;144;114;108;106;106;39;270.239;240;53.8926;73.6751;0;0;0;0;0;0;0;0;196;0;1675;324;1649;0;0;2069;169;1606;0;0;2373;49;1422;0;0;1814;56;1974;0;2;0
47.662053|18.401523;7;80.5466;79.1176;87.9776;975;869;578;455;260;173;115;102;92;88;85;85;66;61;55;46;45;42;38;248.386;240;32.2136;35.0125;0;0;0;0;0;0;0;0;15;0;234;847;2748;0;0;368;862;2614;0;0;367;814;2663;0;0;1256;533;2055;0;2;0
47.662053|18.401523;8;76.7794;76.6202;86.3254;969;812;490;305;62;0;0;0;0;0;0;0;0;0;0;0;0;0;0;242.63;240;16.7484;16.9537;0;0;0;0;0;0;0;0;0;0;0;925;2919;0;0;0;1363;2481;0;0;0;1629;2215;0;0;2029;874;941;0;2;0
47.662053|18.401523;9;79.5804;78.5408;87.8624;959;876;626;503;330;258;167;131;92;89;8;8;0;0;0;0;0;0;0;248.285;240;17.4242;19.2942;0;0;0;0;0;0;0;0;0;0;59;778;3007;0;0;78;815;2951;0;0;0;982;2862;0;0;664;1285;1895;0;2;0
47.662053|18.401523;10;59.1392;66.3673;79.0942;1023;978;902;807;766;705;619;518;485;414;323;292;203;114;63;27;26;0;0;219.542;218;10.0769;10.1942;0;0;0;0;0;0;1;0;0;0;15;3154;675;0;0;2;3352;490;0;0;44;3525;275;0;0;72;3772;0;0;2;0
47.662053|18.401523;11;58.6777;65.9446;79.0929;1043;1003;938;879;797;715;628;578;513;453;399;382;330;315;175;163;72;39;39;220.019;215;9.99398;11.1838;0;0;0;0;0;0;563;0;0;0;35;3331;478;0;0;14;3568;262;0;0;39;3775;30;0;0;0;3844;0;0;2;1
47.662053|18.401523;12;62.3408;67.8163;79.929;1018;941;807;753;653;528;470;398;387;350;283;270;205;162;65;65;58;57;41;222.786;221;16.7868;17.0492;0;0;0;0;0;0;655;0;0;0;11;3241;592;0;0;2;3515;327;0;0;12;3657;175;0;0;63;3763;18;0;2;1
