Image_name;Cell_id;RgbMean_r;RgbMean_g;RgbMean_b;Canny_thresh_10;Canny_thresh_15;Canny_thresh_20;Canny_thresh_25;Canny_thresh_30;Canny_thresh_35;Canny_thresh_40;Canny_thresh_45;Canny_thresh_50;Canny_thresh_55;Canny_thresh_60;Canny_thresh_65;Canny_thresh_70;Canny_thresh_75;Canny_thresh_80;Canny_thresh_85;Canny_thresh_90;Canny_thresh_95;Canny_thresh_100;Mean;Modus;Mean_dev;Modus_dev;Harris_Q0.02_D5;Harris_Q0.02_D10;Harris_Q0.02_D20;Harris_Q0.16_D5;Harris_Q0.16_D10;Harris_Q0.16_D20;Road;Main_road;Laws_W7_b;Laws_W7_o;Laws_W7_r;Laws_W7_v_r;Laws_W7_v_u;Laws_W11_b;Laws_W11_o;Laws_W11_r;Laws_W11_v_r;Laws_W11_v_u;Laws_W15_b;Laws_W15_o;Laws_W15_r;Laws_W15_v_r;Laws_W15_v_u;Laws_W31_b;Laws_W31_o;Laws_W31_r;Laws_W31_v_r;Laws_W31_v_u;b;v;r
47.516604|21.7666;0;56.635;61.7073;51.4831;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;88.9805;96;14.1502;15.796;0;0;0;0;0;0;0;0;0;0;0;0;3844;0;0;0;0;3844;0;0;0;0;3844;0;0;0;0;3844;0;2;0
47.516604|21.7666;1;62.693;66.0224;54.7604;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;77.7336;71;14.2387;15.751;0;0;0;0;0;0;0;0;0;0;0;7;3837;0;0;0;14;3830;0;0;0;21;3823;0;0;0;16;3828;0;2;0
47.516604|21.7666;2;68.5994;69.0544;58.6355;232;15;13;13;13;13;0;0;0;0;0;0;0;0;0;0;0;0;0;63.8704;60;15.0973;15.5856;0;0;0;0;0;0;0;0;0;0;0;0;3844;0;0;0;2;3842;0;0;0;0;3844;0;0;0;0;3844;0;2;0
47.516604|21.7666;3;78.5871;74.2586;65.2451;803;736;445;390;370;346;330;322;313;313;302;283;281;277;238;233;231;218;154;47.4805;60;21.5757;25.5496;13;6;3;3;2;2;0;0;1660;0;0;383;1801;1668;0;0;301;1875;1900;0;0;269;1675;2267;0;0;0;1577;1;2;0
47.516604|21.7666;4;84.2932;77.2266;68.063;832;718;569;507;485;474;420;413;382;375;357;304;302;297;206;190;167;162;104;42.2045;30;25.9316;27.9744;20;10;4;1;1;1;1244;0;2235;0;0;458;1151;2453;0;0;352;1039;2885;0;0;268;691;3689;0;0;85;70;1;2;0
47.516604|21.7666;5;84.4173;78.7261;66.9779;723;612;512;487;444;392;362;328;294;268;232;162;147;144;126;125;56;56;55;47.9175;38;22.2683;24.3775;5;3;3;0;0;0;402;0;1683;0;0;202;1959;1805;0;0;142;1897;2035;0;0;68;1741;2551;0;0;11;1282;0;2;0
47.516604|21.7666;6;64.0578;65.3293;56.7365;896;831;766;716;637;600;535;524;468;378;326;182;125;121;97;45;17;15;13;81.4597;60;43.6756;48.6641;16;10;3;0;0;0;0;0;814;0;0;1295;1735;821;0;0;1123;1900;953;0;0;1054;1837;1447;0;0;608;1789;0;2;0
47.516604|21.7666;7;57.5114;68.7885;54.828;313;300;295;290;286;286;216;214;207;122;121;118;107;77;28;28;28;28;0;108.219;124;14.7011;21.5693;3;2;1;0;0;0;0;0;0;0;0;177;3667;0;0;0;150;3694;0;0;0;100;3744;0;0;0;12;3832;0;2;0
47.516604|21.7666;8;59.924;72.4355;56.68;17;17;17;16;16;16;15;15;14;0;0;0;0;0;0;0;0;0;0;107.771;106;5.31621;5.60345;0;0;0;0;0;0;0;0;0;0;0;8;3836;0;0;0;3;3841;0;0;0;0;3844;0;0;0;0;3844;0;2;0
47.516604|21.7666;9;61.5968;73.5151;57.9685;32;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;106.096;101;6.97695;8.64008;0;0;0;0;0;0;0;0;0;0;0;0;3844;0;0;0;0;3844;0;0;0;0;3844;0;0;0;0;3844;0;2;0
47.516604|21.7666;10;64.8871;68.7034;56.8455;350;159;139;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;81.9056;104;25.573;33.7974;0;0;0;0;0;0;0;0;346;0;0;0;3498;200;0;0;0;3644;21;0;0;0;3823;0;0;0;0;3844;0;2;0
47.516604|21.7666;11;58.4677;64.1972;53.2833;112;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;91.1454;96;14.2292;15.0347;0;0;0;0;0;0;0;0;0;0;0;0;3844;0;0;0;0;3844;0;0;0;0;3844;0;0;0;0;3844;0;2;0
47.516604|21.7666;12;69.6368;69.2599;59.6738;429;203;46;21;21;20;10;10;0;0;0;0;0;0;0;0;0;0;0;59.122;60;13.1175;13.1594;1;1;1;1;1;1;0;0;17;0;0;0;3827;0;0;0;0;3844;0;0;0;0;3844;73;0;0;0;3771;0;2;0
47.516604|21.7666;13;73.6574;70.917;62.3996;850;703;614;539;517;436;416;403;373;362;353;345;300;277;265;255;195;107;56;50.2797;60;19.0685;21.4462;19;11;4;2;2;1;1;0;1024;0;0;249;2571;1109;0;0;110;2625;1725;0;0;54;2065;3074;0;0;8;762;1;2;0
47.516604|21.7666;14;47.9711;53.1478;46.454;973;908;766;688;581;495;453;390;289;256;255;225;177;177;171;170;133;116;113;111.121;132;46.1098;51.1494;21;10;2;0;0;0;580;0;336;0;0;3040;468;325;0;0;2993;526;462;0;0;2966;416;969;0;0;2841;34;0;2;0
47.516604|21.7666;15;53.0044;57.8374;50.0705;898;832;706;654;593;496;390;373;294;256;154;152;147;140;123;121;69;69;69;107.433;132;44.5709;50.8948;13;8;4;0;0;0;575;0;324;0;0;2353;1167;342;0;0;2255;1247;450;0;0;2245;1149;881;0;0;2329;634;0;2;0
47.516604|21.7666;16;75.1413;73.9693;63.8548;679;662;595;577;556;517;472;462;410;355;310;231;219;214;190;124;86;69;27;69.8293;92;38.59;44.5068;13;6;3;1;1;1;22;0;1357;0;0;862;1625;1454;0;0;880;1510;1698;0;0;889;1257;2488;0;0;610;746;1;2;0
