Image_name;Cell_id;RgbMean_r;RgbMean_g;RgbMean_b;Canny_thresh_10;Canny_thresh_15;Canny_thresh_20;Canny_thresh_25;Canny_thresh_30;Canny_thresh_35;Canny_thresh_40;Canny_thresh_45;Canny_thresh_50;Canny_thresh_55;Canny_thresh_60;Canny_thresh_65;Canny_thresh_70;Canny_thresh_75;Canny_thresh_80;Canny_thresh_85;Canny_thresh_90;Canny_thresh_95;Canny_thresh_100;Mean;Modus;Mean_dev;Modus_dev;Harris_Q0.02_D5;Harris_Q0.02_D10;Harris_Q0.02_D20;Harris_Q0.16_D5;Harris_Q0.16_D10;Harris_Q0.16_D20;Road;Main_road;Laws_W7_b;Laws_W7_o;Laws_W7_r;Laws_W7_v_r;Laws_W7_v_u;Laws_W11_b;Laws_W11_o;Laws_W11_r;Laws_W11_v_r;Laws_W11_v_u;Laws_W15_b;Laws_W15_o;Laws_W15_r;Laws_W15_v_r;Laws_W15_v_u;Laws_W31_b;Laws_W31_o;Laws_W31_r;Laws_W31_v_r;Laws_W31_v_u;b;v;r
46.116499|18.243415;0;44.9888;72.3676;81.9063;993;950;824;736;618;530;424;334;298;291;237;222;200;188;95;29;20;0;0;195.588;193;4.3125;5.02986;8;6;6;0;0;0;218;0;0;0;0;3837;7;0;0;0;3828;16;0;0;0;3823;21;0;0;0;3784;60;0;2;0
46.116499|18.243415;1;46.3114;73.3868;83.0362;1016;957;831;769;674;631;548;494;423;384;267;265;159;146;43;40;40;23;5;195.834;197;4.16281;4.3232;10;9;5;0;0;0;319;0;0;0;0;3839;5;0;0;0;3841;3;0;0;0;3844;0;0;0;0;3843;1;0;2;0
46.116499|18.243415;2;46.0271;72.6967;81.8962;998;927;824;763;688;633;524;452;392;380;347;337;277;237;173;111;111;65;65;195.562;193;4.72937;5.3791;10;6;4;0;0;0;0;0;0;0;0;3844;0;0;0;0;3844;0;0;0;0;3844;0;0;0;0;3844;0;0;2;0
46.116499|18.243415;3;43.2484;70.0957;80.1592;1016;949;873;840;773;751;671;578;524;489;452;425;401;350;304;271;197;166;116;196.828;198;5.50808;5.63136;22;14;6;0;0;0;0;0;0;0;0;3844;0;0;0;0;3844;0;0;0;0;3844;0;0;0;0;3844;0;0;2;0
46.116499|18.243415;4;47.346;73.4703;83.7071;936;883;805;712;640;572;464;395;319;285;250;227;203;182;161;92;45;34;8;196.868;198;4.31656;4.46247;4;3;2;0;0;0;0;0;0;0;0;3821;23;0;0;0;3844;0;0;0;0;3844;0;0;0;0;3844;0;0;2;0
46.116499|18.243415;5;54.725;79.4365;87.4295;941;843;753;638;553;474;312;284;249;206;188;167;130;48;26;23;23;23;23;194.548;192;5.11899;5.71828;3;3;2;0;0;0;0;0;0;0;0;3747;97;0;0;0;3804;40;0;0;0;3817;27;0;0;0;3844;0;0;2;0
46.116499|18.243415;6;47.9435;75.2823;84.2034;1008;928;860;824;782;720;637;545;476;464;333;276;222;221;119;119;86;68;58;194.857;198;5.25686;6.12478;5;4;3;0;0;0;0;0;0;0;0;3838;6;0;0;0;3838;6;0;0;0;3841;3;0;0;0;3844;0;0;2;0
46.116499|18.243415;7;49.8637;75.8954;85.1847;975;885;695;609;519;457;417;347;329;248;224;172;139;139;100;99;93;56;36;195.415;190;5.86102;7.97984;3;3;2;0;0;0;0;0;0;0;0;3840;4;0;0;0;3837;7;0;0;0;3840;4;0;0;0;3844;0;0;2;0
46.116499|18.243415;8;46.1223;71.3642;81.7508;942;835;715;549;496;445;421;405;383;370;311;287;276;271;246;238;221;190;112;197.718;198;5.93132;5.93803;10;7;4;0;0;0;0;0;0;0;0;3844;0;0;0;0;3844;0;0;0;0;3844;0;0;0;0;3844;0;0;2;0
46.116499|18.243415;9;51.1389;74.0291;83.5611;961;866;746;660;566;450;343;263;230;212;195;190;185;156;145;98;68;57;34;197.59;201;7.76472;8.48068;5;4;1;0;0;0;0;0;0;0;0;3833;11;0;0;0;3833;11;0;0;0;3838;6;0;0;0;3844;0;0;2;0
46.116499|18.243415;10;49.686;76.9711;85.5622;978;908;833;756;692;596;475;439;379;349;305;255;231;201;144;114;111;39;17;194.375;195;5.0119;5.05074;7;5;4;0;0;0;311;0;0;0;0;3516;328;0;0;0;3549;295;0;0;0;3615;229;0;0;0;3844;0;0;2;0
46.116499|18.243415;11;47.1681;73.1129;83.3025;986;917;796;732;677;638;546;497;439;422;357;300;252;209;179;132;124;111;69;196.964;198;4.45126;4.57029;10;9;2;0;0;0;574;0;0;0;0;3774;70;0;0;0;3793;51;0;0;0;3821;23;0;0;0;3844;0;0;2;0
46.116499|18.243415;12;45.6904;72.7895;82.7289;985;919;832;788;708;565;450;406;349;285;263;253;199;189;165;144;106;48;10;196.184;198;4.04985;4.43829;10;8;3;0;0;0;0;0;0;0;0;3844;0;0;0;0;3844;0;0;0;0;3844;0;0;0;0;3844;0;0;2;0
46.116499|18.243415;13;46.8585;74.302;83.6795;1012;969;854;798;725;633;512;436;372;305;231;212;210;160;111;110;93;73;17;195.383;198;4.42259;5.13908;9;6;2;0;0;0;0;0;0;0;0;3840;4;0;0;0;3844;0;0;0;0;3844;0;0;0;0;3844;0;0;2;0
46.116499|18.243415;14;51.6535;79.4722;87.1805;957;893;749;659;580;471;391;308;272;253;234;225;210;164;118;105;58;58;22;192.849;193;5.81996;5.82191;4;4;4;0;0;0;0;0;0;0;0;3565;279;0;0;0;3567;277;0;0;0;3594;250;0;0;0;3635;209;0;2;0
46.116499|18.243415;15;56.6163;83.9854;88.5216;960;873;743;635;582;537;425;376;348;342;329;323;315;248;225;190;187;183;158;188.512;187;7.13537;7.29395;6;6;4;0;0;0;0;0;0;0;0;3454;390;0;0;0;3526;318;0;0;0;3572;272;0;0;0;3760;84;0;2;0
46.116499|18.243415;16;49.7713;77.4768;84.904;975;867;726;644;550;442;334;251;153;124;107;107;106;105;78;47;43;43;42;192.281;195;6.85646;7.37586;3;3;3;0;0;0;0;0;0;0;0;3759;85;0;0;0;3787;57;0;0;0;3831;13;0;0;0;3844;0;0;2;0
46.116499|18.243415;17;44.1207;71.1204;81.923;906;801;641;516;349;276;169;93;88;77;65;51;48;46;0;0;0;0;0;197.148;198;3.22311;3.33384;1;1;1;0;0;0;0;0;0;0;0;3844;0;0;0;0;3844;0;0;0;0;3844;0;0;0;0;3844;0;0;2;0
46.116499|18.243415;18;47.9032;74.0676;84.4498;889;757;480;354;203;177;126;114;86;86;62;60;50;39;39;35;5;5;0;197.036;197;3.72293;3.72311;0;0;0;0;0;0;0;0;0;0;0;3836;8;0;0;0;3844;0;0;0;0;3844;0;0;0;0;3844;0;0;2;0
46.116499|18.243415;19;51.6662;72.5211;83.9134;968;936;887;816;699;667;600;554;385;308;245;238;232;209;196;151;119;118;79;201.174;203;7.44079;7.66156;5;5;4;0;0;0;0;0;0;0;0;3746;98;0;0;0;3821;23;0;0;0;3844;0;0;0;0;3844;0;0;2;0
46.116499|18.243415;20;50.1249;76.334;85.0913;935;899;811;731;670;567;461;417;323;272;242;211;209;209;201;163;136;130;130;195.167;195;5.62487;5.62736;12;8;5;0;0;0;217;0;0;0;0;3545;299;0;0;0;3700;144;0;0;0;3821;23;0;0;0;3844;0;0;2;0
46.116499|18.243415;21;51.9318;78.8551;85.8967;1017;977;821;788;754;693;612;566;522;490;440;435;403;283;261;228;172;168;134;192.441;187;5.54525;7.76908;15;8;3;0;0;0;674;0;0;0;0;3550;294;0;0;0;3666;178;0;0;0;3764;80;0;0;0;3844;0;0;2;0
46.116499|18.243415;22;53.9904;78.8751;86.2258;969;919;792;730;668;622;555;441;427;343;297;273;248;223;199;195;170;141;134;193.489;193;5.59196;5.61333;9;8;4;0;0;0;509;0;0;0;0;3660;184;0;0;0;3714;130;0;0;0;3783;61;0;0;0;3844;0;0;2;0
46.116499|18.243415;23;62.7802;89.3291;92.4932;923;846;741;695;623;541;455;370;271;180;112;80;34;23;22;20;20;0;0;186.212;180;8.08559;10.197;0;0;0;0;0;0;534;0;0;0;0;2587;1257;0;0;0;2546;1298;0;0;0;2480;1364;0;0;0;2879;965;0;2;0
