Image_name;Cell_id;RgbMean_r;RgbMean_g;RgbMean_b;Canny_thresh_10;Canny_thresh_15;Canny_thresh_20;Canny_thresh_25;Canny_thresh_30;Canny_thresh_35;Canny_thresh_40;Canny_thresh_45;Canny_thresh_50;Canny_thresh_55;Canny_thresh_60;Canny_thresh_65;Canny_thresh_70;Canny_thresh_75;Canny_thresh_80;Canny_thresh_85;Canny_thresh_90;Canny_thresh_95;Canny_thresh_100;Mean;Modus;Mean_dev;Modus_dev;Harris_Q0.02_D5;Harris_Q0.02_D10;Harris_Q0.02_D20;Harris_Q0.16_D5;Harris_Q0.16_D10;Harris_Q0.16_D20;Road;Main_road;Laws_W7_b;Laws_W7_o;Laws_W7_r;Laws_W7_v_r;Laws_W7_v_u;Laws_W11_b;Laws_W11_o;Laws_W11_r;Laws_W11_v_r;Laws_W11_v_u;Laws_W15_b;Laws_W15_o;Laws_W15_r;Laws_W15_v_r;Laws_W15_v_u;Laws_W31_b;Laws_W31_o;Laws_W31_r;Laws_W31_v_r;Laws_W31_v_u;b;v;r
47.5975|19.111153;0;61.7843;71.4183;67.2399;1003;903;741;687;597;317;228;197;149;120;45;26;24;14;11;0;0;0;0;142.876;180;40.3427;54.8275;0;0;0;0;0;0;0;0;606;0;304;1916;1018;659;0;169;2043;973;593;0;168;2352;731;201;0;437;2441;765;0;2;0
47.5975|19.111153;1;69.8507;78.9519;72.2825;848;624;390;358;219;97;14;0;0;0;0;0;0;0;0;0;0;0;0;125.089;160;38.5558;52.0158;0;0;0;0;0;0;0;0;1044;0;584;396;1820;1429;0;122;606;1687;1536;0;88;1115;1105;5;0;472;953;2414;0;2;0
47.5975|19.111153;2;87.3179;88.0229;79.5336;841;582;374;297;100;92;56;36;33;0;0;0;0;0;0;0;0;0;0;69.577;60;35.6051;36.8223;0;0;0;0;0;0;0;0;1537;0;888;7;1412;1839;0;680;7;1318;1901;0;646;64;1233;584;0;990;388;1882;0;2;0
47.5975|19.111153;3;104.282;100.975;92.6106;913;754;557;425;349;339;135;102;72;59;38;38;0;0;0;0;0;0;0;46.4475;60;18.0793;22.986;0;0;0;0;0;0;0;0;1973;0;990;0;881;1666;0;1162;0;1016;1845;0;1024;0;975;430;0;1863;181;1370;0;2;0
47.5975|19.111153;4;107.109;98.3593;92.0362;709;420;128;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28.1106;23;14.534;15.4066;0;0;0;0;0;0;0;0;996;0;671;0;2177;1153;0;415;0;2276;1152;0;368;0;2324;0;0;357;0;3487;0;2;0
47.5975|19.111153;5;112.069;103.982;96.7006;836;716;604;480;299;235;139;96;77;77;74;74;74;73;68;60;7;7;7;40.3143;30;39.7848;41.1004;0;0;0;0;0;0;137;0;644;0;2058;298;844;397;0;1958;291;1198;441;0;1871;281;1251;26;0;1600;331;1887;0;2;0
47.5975|19.111153;6;119.333;110.613;104.494;825;759;671;576;499;445;305;275;179;137;124;122;120;117;86;85;75;74;73;47.2188;30;38.0035;31.7416;5;3;1;0;0;0;711;0;1062;0;2261;9;512;592;0;2421;6;825;419;0;2529;7;889;1028;0;1326;7;1483;0;2;1
47.5975|19.111153;7;80.3785;86.4703;83.0643;911;804;617;463;370;343;246;224;184;183;154;152;136;118;81;81;62;62;61;128.261;180;71.4424;91.2716;2;2;1;1;1;1;1038;0;1120;0;816;394;1514;1026;0;776;529;1513;1028;0;752;1173;891;808;0;1158;1156;722;0;2;1
47.5975|19.111153;8;67.5;76.7942;74.1548;889;825;704;553;481;369;257;226;198;159;91;90;90;90;90;90;90;89;83;148.203;180;48.6705;58.1702;0;0;0;0;0;0;34;0;417;0;569;1664;1194;468;0;552;1885;939;563;0;528;2076;677;31;0;941;1819;1053;0;2;0
47.5975|19.111153;9;84.1498;88.3952;82.5549;929;877;781;685;586;538;426;384;354;286;250;200;167;159;126;122;105;104;104;103.021;60;56.3431;70.5511;1;1;1;0;0;0;103;0;1078;0;1381;715;670;1199;0;1140;841;664;1602;0;721;1139;382;41;0;2186;1617;0;0;2;1
47.5975|19.111153;10;59.4826;71.377;67.0747;916;772;552;425;335;226;172;110;83;42;13;13;0;0;0;0;0;0;0;149.819;180;33.2243;44.8882;0;0;0;0;0;0;0;0;560;0;144;1886;1254;692;0;17;1904;1231;614;0;0;2028;1202;0;0;36;2144;1664;0;2;0
