Image_name;Cell_id;RgbMean_r;RgbMean_g;RgbMean_b;Canny_thresh_10;Canny_thresh_15;Canny_thresh_20;Canny_thresh_25;Canny_thresh_30;Canny_thresh_35;Canny_thresh_40;Canny_thresh_45;Canny_thresh_50;Canny_thresh_55;Canny_thresh_60;Canny_thresh_65;Canny_thresh_70;Canny_thresh_75;Canny_thresh_80;Canny_thresh_85;Canny_thresh_90;Canny_thresh_95;Canny_thresh_100;Mean;Modus;Mean_dev;Modus_dev;Harris_Q0.02_D5;Harris_Q0.02_D10;Harris_Q0.02_D20;Harris_Q0.16_D5;Harris_Q0.16_D10;Harris_Q0.16_D20;Road;Main_road;Laws_W7_b;Laws_W7_o;Laws_W7_r;Laws_W7_v_r;Laws_W7_v_u;Laws_W11_b;Laws_W11_o;Laws_W11_r;Laws_W11_v_r;Laws_W11_v_u;Laws_W15_b;Laws_W15_o;Laws_W15_r;Laws_W15_v_r;Laws_W15_v_u;Laws_W31_b;Laws_W31_o;Laws_W31_r;Laws_W31_v_r;Laws_W31_v_u;b;v;r
47.75065|18.049141;0;49.8444;71.0437;69.692;1048;1026;1002;986;953;929;902;889;865;847;790;753;692;638;601;593;561;509;384;174.081;180;23.3329;24.0723;14;11;4;0;0;0;0;0;13;131;0;3700;0;81;58;0;3705;0;81;45;0;3718;0;30;2;0;3812;0;0;2;0
47.75065|18.049141;1;43.6316;62.3049;63.66;1068;1049;1007;987;953;930;910;903;872;851;815;777;712;686;578;491;431;388;351;181.831;180;21.4511;21.6642;9;6;5;0;0;0;0;0;19;30;0;3795;0;20;0;0;3824;0;118;0;0;3726;0;185;0;0;3659;0;0;2;0
47.75065|18.049141;2;48.2664;70.0942;68.2227;1043;1034;1013;982;935;912;883;871;830;816;768;711;682;648;520;500;424;298;216;173.059;180;24.3143;25.2859;15;8;3;0;0;0;0;0;8;4;0;3832;0;46;0;0;3798;0;188;0;0;3656;0;6;15;0;3769;54;0;2;0
47.75065|18.049141;3;45.5393;66.1696;65.955;1069;1064;1014;998;973;962;952;920;908;895;792;773;730;663;634;626;597;509;384;177.99;180;23.1848;23.2717;15;10;6;0;0;0;0;0;37;74;0;3733;0;101;0;0;3743;0;196;0;0;3648;0;0;119;0;3725;0;0;2;0
47.75065|18.049141;4;52.9862;75.1998;72.7846;1137;1124;1097;1083;1055;1040;1010;997;967;941;854;825;808;721;651;580;544;353;325;172.78;180;22.8693;23.9823;11;8;4;0;0;0;0;0;28;7;0;3805;4;68;0;0;3776;0;179;0;0;3665;0;11;53;0;3780;0;0;2;0
47.75065|18.049141;5;56.1652;79.5788;75.7505;999;937;879;852;823;818;795;775;760;726;701;681;670;624;504;481;433;396;366;169.042;180;21.2348;23.8961;5;5;3;0;0;0;0;0;126;491;0;3118;109;316;338;0;3096;94;599;320;0;2768;157;219;393;0;3015;217;0;2;0
47.75065|18.049141;6;47.2737;69.9425;70.1319;806;752;708;638;583;569;513;485;468;442;401;400;339;308;280;267;264;223;210;179.293;180;20.8087;20.8207;4;4;2;0;0;0;0;0;45;1536;0;2173;90;257;1328;0;2191;68;317;1308;0;2135;84;0;1299;0;2428;117;0;2;0
47.75065|18.049141;7;44.5364;70.3993;70.6392;596;481;441;415;402;387;352;343;301;265;246;236;208;207;187;183;177;138;129;179.536;180;15.843;15.8498;6;4;2;0;0;0;0;0;20;2237;0;1587;0;189;2040;0;1615;0;142;2018;0;1684;0;0;1817;0;1992;35;0;1;1
47.75065|18.049141;8;45.3489;73.2992;73.1522;356;304;279;268;264;250;239;199;175;151;141;137;129;125;97;65;64;63;56;178.452;180;11.1673;11.2741;4;4;2;0;0;0;0;0;119;3015;0;710;0;218;2912;0;714;0;246;2862;0;736;0;0;3287;0;352;205;0;1;0
47.75065|18.049141;9;37.1995;66.0312;69.6717;399;205;155;153;150;150;120;75;37;37;0;0;0;0;0;0;0;0;0;185.067;180;10.5932;11.7428;0;0;0;0;0;0;0;0;58;3660;0;70;56;74;3589;0;99;82;6;3537;0;182;119;0;3353;0;257;234;0;0;0
47.75065|18.049141;10;60.417;81.8741;77.858;1061;1035;998;976;957;922;854;827;800;775;736;714;655;620;591;484;428;379;306;168.042;180;21.8775;24.933;8;8;5;0;0;0;0;0;163;24;0;3455;202;183;0;0;3424;237;405;0;0;3156;283;301;0;0;3056;487;0;2;0
47.75065|18.049141;11;76.219;94.6967;89.7393;1043;983;888;866;850;823;789;784;751;734;701;690;661;640;573;511;394;375;303;151.325;60;39.4117;99.4769;7;6;3;0;0;0;0;0;73;20;0;2775;976;55;0;0;2769;1020;137;0;0;2629;1078;157;0;0;2442;1245;0;2;0
47.75065|18.049141;12;55.9337;79.693;75.8309;1116;1091;1066;1038;1015;996;967;929;899;881;850;827;782;705;657;573;509;431;328;169.375;180;18.2729;21.1383;15;10;6;0;0;0;0;0;14;29;0;3801;0;12;0;0;3832;0;235;0;0;3609;0;381;0;0;3463;0;0;2;0
47.75065|18.049141;13;55.0825;81.1881;75.6348;929;912;905;899;870;861;835;794;774;763;721;700;681;656;622;605;554;483;350;164.946;180;17.2773;22.9168;10;7;4;0;0;0;0;0;125;749;0;2968;2;122;680;0;3042;0;605;633;0;2606;0;535;938;0;2371;0;0;2;0
47.75065|18.049141;14;46.5983;75.0195;73.3015;500;430;366;352;349;322;320;320;293;287;280;276;270;244;227;209;152;123;114;174.967;180;12.8138;13.767;3;3;3;0;0;0;0;0;64;2723;0;1057;0;174;2599;0;1071;0;219;2539;0;1086;0;38;2443;0;1363;0;0;1;0
47.75065|18.049141;15;39.2305;70.4126;71.5879;310;157;84;74;39;39;38;38;36;5;5;5;5;5;5;5;3;3;3;181.492;180;7.2442;7.39638;0;0;0;0;0;0;0;0;10;3769;0;65;0;78;3725;0;41;0;21;3753;0;70;0;0;3683;0;161;0;0;0;0
47.75065|18.049141;16;33.1883;63.9831;68.1171;450;358;314;281;212;188;164;137;66;49;48;38;7;5;5;0;0;0;0;185.877;180;9.1577;10.882;0;0;0;0;0;0;0;0;19;3673;0;152;0;51;3663;0;130;0;36;3647;0;161;0;0;3688;0;156;0;0;1;0
47.75065|18.049141;17;38.1681;63.3114;69.4677;763;593;573;494;414;375;359;356;273;269;221;186;162;109;83;83;0;0;0;191.73;180;14.2971;18.7303;0;0;0;0;0;0;0;0;175;2713;0;939;17;439;2656;0;722;27;423;2594;0;765;62;0;2927;0;653;264;0;1;0
47.75065|18.049141;18;43.9797;62.1309;71.212;1006;905;735;683;671;609;570;461;361;312;240;214;164;131;101;85;71;69;67;199.419;200;14.1447;14.149;0;0;0;0;0;0;285;0;375;1951;0;1272;246;632;1761;0;1175;276;575;1786;0;1135;348;0;2134;0;1002;708;0;1;1
47.75065|18.049141;19;45.0203;57.224;66.0921;1084;1018;919;864;843;810;735;680;610;569;496;433;311;277;255;225;108;62;23;205.219;210;17.6359;18.0508;0;0;0;0;0;0;478;0;186;840;0;2810;8;375;780;0;2689;0;730;748;0;2366;0;0;826;0;3018;0;0;2;0
47.75065|18.049141;20;65.1545;84.4238;82.9019;889;832;772;748;718;635;594;584;550;544;526;515;488;307;282;242;197;165;113;168.638;180;32.3451;34.283;3;3;2;0;0;0;0;0;240;1107;0;1975;522;403;878;0;1991;572;317;868;0;1947;712;90;476;0;2141;1137;0;2;0
47.75065|18.049141;21;71.9558;91.0349;87.937;735;578;506;460;421;393;374;367;350;338;325;319;296;282;252;219;217;210;190;162.886;173;29.5666;31.2491;2;2;1;0;0;0;0;0;283;1761;0;1206;594;389;1711;0;1091;653;375;1711;0;968;790;31;2002;0;489;1322;0;1;1
47.75065|18.049141;22;56.8166;83.9477;79.4831;534;386;327;327;320;316;307;301;283;278;268;261;237;231;97;94;62;61;53;169.138;178;12.9676;15.707;1;1;1;0;0;0;0;0;36;2607;0;1102;99;55;2612;0;1151;26;388;2428;0;865;163;18;2556;0;1045;225;0;1;0
47.75065|18.049141;23;43.1491;72.3658;73.865;328;215;191;159;129;121;109;108;100;99;75;12;0;0;0;0;0;0;0;181.692;178;9.98617;10.6469;0;0;0;0;0;0;0;0;42;3750;0;52;0;44;3753;0;47;0;0;3762;0;82;0;0;3810;0;34;0;0;0;0
47.75065|18.049141;24;37.7549;62.097;68.8039;764;627;554;519;492;470;367;354;336;305;296;244;227;160;114;49;30;28;28;191.867;180;18.6072;22.4692;0;0;0;0;0;0;0;0;141;2686;0;1006;11;393;2628;0;807;16;356;2666;0;787;35;0;3011;0;635;198;0;1;0
47.75065|18.049141;25;60.5695;75.6558;80.7014;968;861;726;665;562;457;381;358;346;313;292;274;202;105;89;80;55;12;11;183.491;180;30.1468;30.4774;0;0;0;0;0;0;84;0;245;1319;0;1217;1063;437;1264;0;1045;1098;537;1241;0;867;1199;0;1731;0;553;1560;0;2;0
47.75065|18.049141;26;85.8405;95.736;95.2534;729;620;506;425;387;355;342;337;264;232;207;182;157;116;74;5;5;0;0;167.787;150;29.4228;34.3146;0;0;0;0;0;0;515;0;237;270;0;900;2437;455;210;0;684;2495;504;193;0;548;2599;0;590;0;391;2863;0;2;0
47.75065|18.049141;27;93.9589;102.617;100.438;558;448;344;329;243;217;187;163;157;150;147;147;125;121;120;119;119;116;97;162.519;180;28.0485;33.0666;0;0;0;0;0;0;491;0;239;30;0;562;3013;258;3;0;483;3100;197;0;0;328;3319;0;187;0;152;3505;0;2;0
47.75065|18.049141;28;67.3902;79.0125;82.8377;907;794;726;715;682;651;616;602;557;494;434;413;397;334;268;260;253;220;132;190.505;180;23.8379;26.3882;1;1;1;0;0;0;192;0;551;190;0;1832;1271;796;0;0;1720;1328;846;0;0;1591;1407;0;485;0;1902;1457;0;2;0
47.75065|18.049141;29;54.6126;65.102;70.6532;1042;1019;963;937;874;848;807;735;682;647;611;604;534;441;424;415;369;331;103;199.471;210;24.8016;26.274;1;1;1;0;0;0;0;0;334;87;0;3423;0;460;0;0;3384;0;714;0;0;3130;0;0;13;0;3831;0;0;2;0
47.75065|18.049141;30;38.3697;57.9925;60.8007;1005;965;864;829;809;792;769;744;699;661;579;579;535;523;509;419;389;306;254;183.399;180;32.9266;33.7871;23;13;5;0;0;0;0;0;0;602;0;3242;0;8;476;0;3360;0;34;414;0;3396;0;0;0;0;3844;0;0;2;0
47.75065|18.049141;31;37.3106;58.4826;62.9646;832;655;595;576;556;553;513;464;403;390;371;325;222;216;211;194;137;130;85;189.423;180;17.9792;20.5587;3;2;1;0;0;0;0;0;11;2249;0;1584;0;16;2138;0;1690;0;120;2086;0;1638;0;0;1751;0;2093;0;0;1;1
47.75065|18.049141;32;38.923;58.8408;67.3085;890;704;621;604;571;534;426;398;357;334;314;312;217;212;182;108;40;39;0;195.138;180;17.1386;23.1764;0;0;0;0;0;0;0;0;162;2215;0;1410;57;326;2144;0;1314;60;515;2106;0;1156;67;0;2497;0;1191;156;0;1;1
47.75065|18.049141;33;59.5944;73.3835;78.8507;989;908;741;713;661;599;530;463;391;357;343;287;175;157;110;100;100;97;86;185.765;180;32.8464;33.8968;1;1;1;0;0;0;397;0;207;724;0;2195;718;364;633;0;2002;845;536;630;0;1700;978;0;889;0;1652;1303;0;2;1
47.75065|18.049141;34;72.3764;80.9256;84.1293;932;902;864;801;749;673;611;567;532;475;360;294;288;274;210;175;168;166;163;182.094;180;43.6844;44.0252;1;1;1;0;0;0;498;0;650;425;0;1854;915;982;150;0;1743;969;1007;138;0;1618;1081;0;1045;0;1517;1282;0;2;0
47.75065|18.049141;35;94.1428;103.664;101.238;576;375;180;142;135;93;92;91;90;77;76;72;71;71;71;71;60;60;49;161.426;180;22.6205;29.3383;0;0;0;0;0;0;420;0;132;17;0;211;3484;181;0;0;151;3512;207;31;0;68;3538;0;121;0;21;3702;0;2;0
47.75065|18.049141;36;62.8879;71.9763;75.9084;873;759;711;692;667;663;645;578;566;518;469;456;450;385;377;357;317;316;299;187.487;180;46.6404;48.4339;1;1;1;0;0;0;44;0;227;208;0;2525;884;578;32;0;2390;844;784;18;0;2156;886;0;756;0;1995;1093;0;2;0
47.75065|18.049141;37;51.0744;62.1061;68.2825;950;909;858;841;821;768;710;687;644;616;595;570;531;526;506;388;342;338;305;193.029;180;37.0394;41.0954;5;2;2;0;0;0;0;0;252;612;0;2670;310;443;347;0;2739;315;775;181;0;2572;316;0;278;0;3269;297;0;2;0
47.75065|18.049141;38;54.5307;66.3398;71.7859;1034;982;916;901;882;872;843;812;789;775;721;686;635;619;540;472;437;363;233;192.442;180;36.1588;39.238;2;2;2;0;0;0;0;0;198;278;0;3364;4;522;88;0;3234;0;1209;40;0;2595;0;0;0;0;3844;0;0;2;0
