Image_name;Cell_id;RgbMean_r;RgbMean_g;RgbMean_b;Canny_thresh_10;Canny_thresh_15;Canny_thresh_20;Canny_thresh_25;Canny_thresh_30;Canny_thresh_35;Canny_thresh_40;Canny_thresh_45;Canny_thresh_50;Canny_thresh_55;Canny_thresh_60;Canny_thresh_65;Canny_thresh_70;Canny_thresh_75;Canny_thresh_80;Canny_thresh_85;Canny_thresh_90;Canny_thresh_95;Canny_thresh_100;Mean;Modus;Mean_dev;Modus_dev;Harris_Q0.02_D5;Harris_Q0.02_D10;Harris_Q0.02_D20;Harris_Q0.16_D5;Harris_Q0.16_D10;Harris_Q0.16_D20;Road;Main_road;Laws_W7_b;Laws_W7_o;Laws_W7_r;Laws_W7_v_r;Laws_W7_v_u;Laws_W11_b;Laws_W11_o;Laws_W11_r;Laws_W11_v_r;Laws_W11_v_u;Laws_W15_b;Laws_W15_o;Laws_W15_r;Laws_W15_v_r;Laws_W15_v_u;Laws_W31_b;Laws_W31_o;Laws_W31_r;Laws_W31_v_r;Laws_W31_v_u;b;v;r
46.083706|18.224432;0;81.1257;94.3491;87.8689;999;948;866;807;775;738;731;702;680;669;622;613;594;476;407;361;357;311;244;148.077;180;37.1322;49.0787;8;5;3;1;1;1;457;0;1303;0;574;1181;786;1097;0;678;1273;796;950;0;744;1284;866;1090;0;1151;636;967;1;2;1
46.083706|18.224432;1;67.4331;81.6748;71.813;1001;924;857;805;780;749;720;668;643;617;587;555;524;490;453;386;361;276;226;133.596;120;42.385;44.1969;3;3;3;0;0;0;125;0;822;0;803;1543;676;835;0;798;1622;589;460;0;1093;1702;589;1251;0;1411;390;792;0;2;0
46.083706|18.224432;2;88.698;103.445;98.8788;972;939;918;901;872;857;828;812;807;793;769;732;716;673;655;634;573;543;463;154.13;180;48.8548;55.652;21;12;6;2;2;2;17;0;1851;0;374;1462;157;1850;0;322;1608;64;1849;0;367;1598;30;2813;0;347;638;46;1;2;1
46.083706|18.224432;3;96.8559;106.932;105.799;930;902;848;834;801;790;736;711;663;652;617;598;550;550;518;494;465;460;429;150.708;180;68.7621;74.9352;19;11;4;3;3;2;523;0;1867;0;952;972;53;1989;0;886;910;59;2045;0;943;787;69;2333;0;1225;86;200;1;1;1
46.083706|18.224432;4;76.0773;84.2802;78.9948;1008;989;918;892;858;844;800;771;692;675;623;574;544;538;523;512;383;370;248;138.486;180;70.8526;83.5682;14;9;3;2;2;0;411;0;1243;0;815;1526;260;1051;0;888;1654;251;1047;0;858;1671;268;1905;0;841;428;670;1;2;1
46.083706|18.224432;5;97.6061;107.726;107.43;966;934;913;885;868;865;830;822;800;781;764;749;730;722;694;681;657;643;619;163.186;180;61.5105;64.1315;32;17;5;13;11;5;480;0;2248;0;460;1123;13;2499;0;368;976;1;2575;0;459;808;2;3555;0;133;156;0;2;1;1
46.083706|18.224432;6;74.3182;85.3996;87.5122;910;858;823;786;761;725;702;658;638;570;563;562;532;519;476;444;338;325;310;176.843;180;53.1918;53.2854;10;7;3;4;3;2;1106;0;903;0;1213;1387;341;630;0;1547;1438;229;491;0;1757;1377;219;915;0;2282;175;472;1;1;1
46.083706|18.224432;7;71.2456;85.1597;82.3067;988;912;864;852;835;815;787;751;726;693;639;556;514;510;452;410;390;295;244;169.072;180;32.7654;34.5403;9;6;3;2;2;1;779;0;1173;0;925;1408;338;957;0;1158;1507;222;742;0;1324;1410;368;1423;0;1750;297;374;1;1;1
46.083706|18.224432;8;85.1795;97.9459;99.0125;942;892;855;827;799;755;667;631;617;569;499;488;476;425;420;379;305;271;225;180.601;180;40.6082;40.6279;18;8;5;1;1;1;540;0;1564;0;753;1444;83;1599;0;746;1461;38;1701;0;721;1399;23;1804;0;1402;579;59;1;1;1
46.083706|18.224432;9;72.0289;84.2682;81.653;1006;965;919;885;854;802;779;710;679;630;589;571;540;498;459;457;430;346;308;166.428;180;40.2245;42.4531;8;7;6;3;3;3;453;0;1350;0;935;1400;159;1166;0;1058;1541;79;877;0;1387;1502;78;999;0;2274;371;200;1;2;1
46.083706|18.224432;10;85.8098;100.133;96.3195;1005;993;952;938;899;840;778;758;715;704;694;676;646;640;581;568;500;480;422;154.682;180;41.7855;49.142;18;10;5;0;0;0;0;0;1832;0;601;1411;0;1802;0;588;1454;0;2045;0;357;1442;0;2708;0;287;845;4;1;2;1
46.083706|18.224432;11;97.0242;112.339;110.004;968;947;923;905;871;858;822;755;732;692;692;689;686;665;644;641;615;613;599;168.653;180;40.9643;42.6175;27;13;5;1;1;1;555;0;2286;0;557;931;70;2265;0;624;912;43;2345;0;697;769;33;3093;0;607;0;144;1;1;1
46.083706|18.224432;12;78.1353;90.5557;87.3317;999;966;924;890;868;863;846;841;806;803;792;779;752;702;686;682;677;632;623;160.952;180;60.1272;63.5695;21;10;3;0;0;0;0;0;1658;0;411;1740;35;1725;0;344;1772;3;1738;0;505;1597;4;2092;0;1063;567;122;1;2;0
46.083706|18.224432;13;79.6439;93.2484;96.3746;971;929;897;837;815;800;786;763;739;738;727;722;666;627;546;541;512;499;428;185.559;180;43.8919;44.4316;17;9;4;1;1;1;184;0;1602;0;423;1815;4;1453;0;487;1890;14;1435;0;470;1854;85;2029;0;438;815;562;2;1;1
46.083706|18.224432;14;73.9945;85.2011;85.884;981;967;923;901;888;871;825;803;782;779;736;720;713;679;673;673;660;501;473;172.605;180;49.9318;50.4828;16;10;4;1;1;1;780;0;1372;0;691;1684;97;1235;0;796;1738;75;1222;0;825;1636;161;1846;0;1288;384;326;1;1;1
46.083706|18.224432;15;75.9995;83.0471;81.8457;967;952;923;894;871;853;837;834;824;798;747;718;694;679;655;557;534;510;381;161.413;180;67.647;70.3651;20;12;3;7;5;2;199;0;1467;0;392;1966;19;1315;0;483;2046;0;1304;0;540;1980;20;1953;0;882;993;16;1;1;1
46.083706|18.224432;16;77.4997;86.7399;82.1345;1024;1006;984;964;937;896;864;832;826;801;653;616;615;583;522;495;461;394;390;148.263;180;65.2939;74.0922;16;9;4;6;4;3;419;0;1337;0;659;1777;71;1479;0;580;1736;49;1294;0;835;1642;73;2544;0;564;674;62;1;2;1
46.083706|18.224432;17;88.5242;91.2094;85.5944;947;920;881;861;843;808;756;732;706;692;666;658;592;554;489;479;460;428;329;138.477;120;76.9238;76.4093;21;13;4;6;4;2;672;0;1773;0;675;1337;59;1655;0;686;1451;52;1673;0;883;1226;62;2061;0;1609;161;13;1;1;1
46.083706|18.224432;18;94.7216;96.6103;94.8012;974;955;909;893;881;873;837;808;778;741;722;706;690;638;575;562;502;392;388;146.853;180;82.5298;91.9989;19;12;5;4;3;2;620;0;1847;0;872;944;181;1774;0;1085;923;62;1598;0;1375;830;41;1857;0;1956;31;0;2;1;1
46.083706|18.224432;19;73.2084;86.3371;85.2942;992;974;925;899;888;879;807;802;773;770;750;736;715;687;628;617;591;537;532;173.138;180;40.5035;41.1141;21;13;4;6;6;3;294;0;1459;0;304;2060;21;1473;0;254;2117;0;1340;0;432;2072;0;1644;0;994;1206;0;1;1;1
46.083706|18.224432;20;77.8728;92.3481;88.9761;1040;1005;950;923;853;818;785;780;754;732;694;680;646;579;513;503;446;419;412;157.178;180;41.951;47.8112;16;9;4;2;2;1;0;0;1703;0;636;1130;375;1614;0;656;1234;340;1612;0;691;1118;423;1738;0;1157;60;889;1;2;1
