Image_name;Cell_id;RgbMean_r;RgbMean_g;RgbMean_b;Canny_thresh_10;Canny_thresh_15;Canny_thresh_20;Canny_thresh_25;Canny_thresh_30;Canny_thresh_35;Canny_thresh_40;Canny_thresh_45;Canny_thresh_50;Canny_thresh_55;Canny_thresh_60;Canny_thresh_65;Canny_thresh_70;Canny_thresh_75;Canny_thresh_80;Canny_thresh_85;Canny_thresh_90;Canny_thresh_95;Canny_thresh_100;Mean;Modus;Mean_dev;Modus_dev;Harris_Q0.02_D5;Harris_Q0.02_D10;Harris_Q0.02_D20;Harris_Q0.16_D5;Harris_Q0.16_D10;Harris_Q0.16_D20;Road;Main_road;Laws_W7_b;Laws_W7_o;Laws_W7_r;Laws_W7_v_r;Laws_W7_v_u;Laws_W11_b;Laws_W11_o;Laws_W11_r;Laws_W11_v_r;Laws_W11_v_u;Laws_W15_b;Laws_W15_o;Laws_W15_r;Laws_W15_v_r;Laws_W15_v_u;Laws_W31_b;Laws_W31_o;Laws_W31_r;Laws_W31_v_r;Laws_W31_v_u;b;v;r
47.5541|17.7625;0;38.5003;71.5817;77.5903;791;659;547;483;432;423;401;314;304;294;288;280;254;229;224;174;173;172;147;187.672;180;12.518;14.6823;1;1;1;0;0;0;0;0;27;0;141;1422;2254;244;0;79;1440;2081;327;0;93;1392;2032;1320;0;265;786;1473;0;2;0
47.5541|17.7625;1;37.7248;63.8223;72.2432;848;757;732;690;661;634;631;598;559;541;518;516;507;492;487;483;478;465;457;190.197;199;20.2574;21.9756;9;6;3;2;1;1;191;0;184;0;325;2822;513;127;0;431;2789;497;32;0;525;2825;462;493;0;446;2552;353;1;2;1
47.5541|17.7625;2;45.8244;70.525;70.2539;967;925;879;862;815;789;770;754;740;734;702;694;674;626;595;592;570;531;526;169.791;180;38.3721;39.7148;10;6;5;2;2;2;376;0;300;0;151;3129;264;294;0;207;3108;235;231;0;288;3136;189;131;0;49;3614;50;1;2;1
47.5541|17.7625;3;47.6449;76.846;75.3496;998;986;962;933;889;870;840;819;806;792;752;712;662;555;522;497;423;393;324;173.886;180;22.9555;23.7559;1;1;1;0;0;0;1;0;84;0;865;2629;266;78;0;1012;2548;206;89;0;1325;2382;48;92;0;1012;2549;191;0;2;0
47.5541|17.7625;4;56.1623;92.9004;84.1896;993;958;864;852;840;769;667;638;603;568;429;383;364;345;272;260;233;223;212;166.323;180;19.1413;23.5266;1;1;1;0;0;0;511;0;222;0;1020;1472;1130;313;0;1479;1018;1034;592;0;1635;725;892;284;0;1315;509;1736;0;2;1
47.5541|17.7625;5;114.398;125.708;108.783;972;939;901;873;845;808;797;778;767;765;707;678;661;650;634;613;605;589;562;107.818;60;56.9618;74.3764;32;12;4;5;4;3;361;0;2063;0;491;1129;161;2272;0;578;850;144;2510;0;624;608;102;2748;0;963;0;133;1;1;1
47.5541|17.7625;6;69.4188;91.9326;87.2203;1061;1029;992;964;926;864;824;821;779;730;696;648;589;564;519;499;344;334;324;154.303;180;49.8981;56.2144;13;6;4;4;3;2;0;0;750;0;341;2588;165;864;0;418;2374;188;860;0;761;2188;35;1169;0;264;2411;0;1;2;0
47.5541|17.7625;7;70.5232;96.3522;91.8117;894;804;743;717;611;550;535;535;535;516;509;493;489;480;444;424;421;394;385;160.254;180;39.8875;44.5086;6;5;3;0;0;0;0;0;482;0;564;1703;1095;673;0;693;1598;880;615;0;987;1455;787;1225;0;1088;1226;305;0;2;0
47.5541|17.7625;8;98.2479;121.976;108.592;884;809;720;641;542;505;487;418;404;398;349;311;294;264;261;260;257;230;215;135.118;167;42.4887;53.1226;4;3;1;0;0;0;0;0;780;0;1420;458;1186;867;0;1805;142;1030;799;0;1991;103;951;473;0;2082;1;1288;0;2;0
47.5541|17.7625;9;69.1597;103.283;94.2076;946;820;621;575;544;531;504;462;447;428;372;352;337;275;241;240;227;224;208;160.418;167;19.3243;20.4149;7;4;2;1;1;1;0;0;319;0;1085;825;1615;892;0;1130;635;1187;924;0;1309;532;1079;74;0;1731;159;1880;1;2;0
47.5541|17.7625;10;44.1571;73.5606;75.1938;1008;974;962;935;846;817;792;772;770;766;703;689;635;598;465;426;320;286;253;178.671;180;19.5975;19.6425;14;5;3;2;1;1;212;0;174;0;497;2746;427;152;0;619;2709;364;89;0;826;2638;291;267;0;619;2899;59;0;2;0
47.5541|17.7625;11;38.5385;65.1381;69.0871;920;797;753;724;690;670;659;614;588;558;538;506;433;422;353;321;283;282;266;181.682;199;25.416;30.7564;9;6;2;0;0;0;242;0;107;0;206;2785;746;85;0;188;2821;750;82;0;159;2937;666;354;0;197;2697;596;0;2;1
47.5541|17.7625;12;50.1722;78.4428;80.2601;922;832;687;604;516;486;430;394;357;341;285;281;224;203;157;132;132;124;80;181.57;187;20.3768;21.0398;4;3;2;0;0;0;246;0;25;0;181;1480;2158;13;0;191;1382;2258;15;0;434;1054;2341;1646;0;149;952;1097;0;2;1
