Image_name;Cell_id;RgbMean_r;RgbMean_g;RgbMean_b;Canny_thresh_10;Canny_thresh_15;Canny_thresh_20;Canny_thresh_25;Canny_thresh_30;Canny_thresh_35;Canny_thresh_40;Canny_thresh_45;Canny_thresh_50;Canny_thresh_55;Canny_thresh_60;Canny_thresh_65;Canny_thresh_70;Canny_thresh_75;Canny_thresh_80;Canny_thresh_85;Canny_thresh_90;Canny_thresh_95;Canny_thresh_100;Mean;Modus;Mean_dev;Modus_dev;Harris_Q0.02_D5;Harris_Q0.02_D10;Harris_Q0.02_D20;Harris_Q0.16_D5;Harris_Q0.16_D10;Harris_Q0.16_D20;Road;Main_road;Laws_W7_b;Laws_W7_o;Laws_W7_r;Laws_W7_v_r;Laws_W7_v_u;Laws_W11_b;Laws_W11_o;Laws_W11_r;Laws_W11_v_r;Laws_W11_v_u;Laws_W15_b;Laws_W15_o;Laws_W15_r;Laws_W15_v_r;Laws_W15_v_u;Laws_W31_b;Laws_W31_o;Laws_W31_r;Laws_W31_v_r;Laws_W31_v_u;b;v;r
47.528865|19.085552;0;37.0068;48.0611;55.9683;857;798;713;666;562;534;416;355;289;285;272;252;184;183;172;29;7;7;0;205.678;210;9.56387;10.418;1;1;1;0;0;0;700;0;755;0;308;2726;55;901;0;95;2832;16;830;0;100;2914;0;1382;0;66;2396;0;0;2;1
47.528865|19.085552;1;49.5057;57.5663;65.4563;916;872;782;721;660;525;472;423;385;339;311;293;288;262;233;114;59;59;40;204.102;210;34.4725;34.0553;7;5;3;2;2;2;882;0;1238;0;514;2092;0;1256;0;323;2265;0;1176;0;409;2259;0;1644;0;442;1758;0;1;1;1
47.528865|19.085552;2;52.4456;56.5356;62.6558;907;845;781;750;710;678;630;623;549;528;494;406;360;340;309;300;205;204;183;199.619;210;56.9719;52.9606;6;5;4;1;1;1;507;0;1435;0;350;1964;95;1468;0;211;2115;50;1451;0;110;2169;114;2301;0;153;1132;258;1;1;1
47.528865|19.085552;3;59.801;65.86;70.3502;820;755;584;530;485;449;398;393;376;361;353;282;251;228;187;183;177;177;164;198.545;210;49.7525;47.7102;4;3;2;0;0;0;0;0;1530;0;772;1179;363;1608;0;753;1095;388;1607;0;808;963;466;1455;0;869;582;938;1;2;0
47.528865|19.085552;4;57.9441;62.7024;70.4537;723;650;557;532;503;458;396;382;359;320;306;297;282;281;253;250;220;218;195;214.23;240;44.6964;42.987;4;3;2;1;1;1;200;0;1665;0;807;1310;62;1842;0;758;1242;2;1443;0;1340;1029;32;1733;0;1531;203;377;2;1;1
47.528865|19.085552;5;92.5161;95.4475;98.7854;853;834;741;715;699;688;615;599;585;582;578;558;520;518;474;462;420;370;327;195.856;210;63.9177;60.8833;10;6;5;3;3;3;812;0;2725;0;970;121;28;2690;0;1077;77;0;2642;0;1153;49;0;2888;0;956;0;0;1;0;1
47.528865|19.085552;6;78.5929;80.6106;85.2047;815;779;730;699;665;659;633;567;541;538;531;530;526;515;479;409;381;343;208;208.286;240;59.0962;51.9325;11;8;6;1;1;1;0;0;2564;0;538;739;3;2621;0;522;701;0;2522;0;649;673;0;3342;0;387;115;0;2;0;1
47.528865|19.085552;7;76.0536;78.7999;84.2045;851;789;710;680;672;651;644;631;616;601;570;567;545;520;475;442;420;369;333;210.03;210;57.4263;57.4381;8;4;3;1;1;1;0;0;2480;0;846;514;4;2730;0;646;468;0;2554;0;979;311;0;2471;0;1332;41;0;2;0;1
47.528865|19.085552;8;47.3465;47.1387;56.0622;700;593;539;529;514;461;451;434;430;402;346;341;335;324;309;248;204;195;158;239.136;220;51.9095;57.8449;2;2;0;0;0;0;697;0;1182;0;424;2147;91;1319;0;312;2102;111;1171;0;445;2078;150;1698;0;438;1542;166;2;1;1
47.528865|19.085552;9;69.1111;65.2047;70.1345;857;787;762;755;732;701;640;612;600;585;557;476;431;366;351;266;258;251;164;194.702;0;99.0468;113.501;3;3;3;0;0;0;575;0;1955;0;495;1386;8;1984;0;430;1419;11;2028;0;477;1329;10;2068;0;1144;621;11;2;1;1
47.528865|19.085552;10;35.1087;45.5944;52.731;877;786;604;502;405;368;345;340;280;274;267;249;228;208;201;140;103;101;100;198.059;210;34.8103;34.0577;0;0;0;0;0;0;172;0;731;0;141;2933;39;754;0;109;2976;5;715;0;165;2958;6;1022;0;143;2675;4;0;2;0
47.528865|19.085552;11;49.2921;58.1139;64.9282;978;948;870;847;736;654;577;415;358;305;294;287;254;239;238;223;174;172;113;201.773;210;31.7899;31.673;5;2;2;2;1;1;511;0;1335;0;260;2249;0;1199;0;251;2394;0;1171;0;340;2333;0;1319;0;532;1993;0;1;2;1
47.528865|19.085552;12;63.1165;68.9383;74.282;937;876;842;813;792;767;689;660;619;571;552;535;488;431;383;381;363;329;287;202.917;210;46.5042;45.2667;12;7;5;4;4;3;142;0;2014;0;169;1631;30;2195;0;161;1488;0;2377;0;190;1277;0;3282;0;182;380;0;1;1;1
