Image_name;Cell_id;RgbMean_r;RgbMean_g;RgbMean_b;Canny_thresh_10;Canny_thresh_15;Canny_thresh_20;Canny_thresh_25;Canny_thresh_30;Canny_thresh_35;Canny_thresh_40;Canny_thresh_45;Canny_thresh_50;Canny_thresh_55;Canny_thresh_60;Canny_thresh_65;Canny_thresh_70;Canny_thresh_75;Canny_thresh_80;Canny_thresh_85;Canny_thresh_90;Canny_thresh_95;Canny_thresh_100;Mean;Modus;Mean_dev;Modus_dev;Harris_Q0.02_D5;Harris_Q0.02_D10;Harris_Q0.02_D20;Harris_Q0.16_D5;Harris_Q0.16_D10;Harris_Q0.16_D20;Road;Main_road;Laws_W7_b;Laws_W7_o;Laws_W7_r;Laws_W7_v_r;Laws_W7_v_u;Laws_W11_b;Laws_W11_o;Laws_W11_r;Laws_W11_v_r;Laws_W11_v_u;Laws_W15_b;Laws_W15_o;Laws_W15_r;Laws_W15_v_r;Laws_W15_v_u;Laws_W31_b;Laws_W31_o;Laws_W31_r;Laws_W31_v_r;Laws_W31_v_u;b;v;r
47.525419|19.186151;0;76.9298;69.6467;66.2812;990;967;924;902;869;860;794;755;724;702;635;628;549;535;476;471;368;318;283;92.1152;60;80.0357;81.597;15;11;6;1;1;1;0;0;2914;0;98;766;66;3211;0;9;614;10;3090;0;12;742;0;3775;0;45;24;0;2;1;0
47.525419|19.186151;1;69.5177;69.3613;69.0338;1003;959;893;850;829;812;775;764;740;702;653;643;586;560;538;513;466;405;352;135.678;180;78.9561;92.5803;14;9;5;3;3;2;566;0;2776;0;299;684;85;3018;0;159;582;85;2834;0;121;886;3;3263;0;534;47;0;2;1;1
47.525419|19.186151;2;102.715;102.934;98.7357;899;855;784;727;676;636;516;405;395;374;307;294;278;238;236;164;146;145;103;89.8257;60;63.1772;67.3828;3;2;1;1;1;1;132;0;1935;0;1334;336;239;2115;0;1218;278;233;1628;0;1762;288;166;1854;0;1643;347;0;2;1;0
47.525419|19.186151;3;113.014;117.385;111.839;937;873;803;741;658;561;488;411;367;358;354;336;316;288;219;217;203;165;158;104.587;60;68.5682;74.246;0;0;0;0;0;0;293;0;1761;0;2050;0;33;1452;0;2374;0;18;1109;0;2725;0;10;1536;0;2308;0;0;1;1;0
47.525419|19.186151;4;123.822;124.312;123.133;841;809;710;687;654;633;606;590;503;471;422;288;240;191;114;112;112;111;111;136.04;60;99.0848;98.0462;4;4;2;0;0;0;0;0;1611;0;2143;12;78;1936;0;1789;12;107;1667;0;2042;8;127;1907;0;1868;69;0;2;1;0
47.525419|19.186151;5;91.2118;90.3496;86.3767;959;887;816;751;674;611;511;405;379;354;338;277;227;153;144;126;125;106;106;83.23;180;67.5487;118.391;5;3;2;0;0;0;265;0;1605;0;937;918;384;1639;0;925;913;367;1556;0;1170;885;233;1695;0;858;1291;0;1;2;0
47.525419|19.186151;6;107.972;101.113;95.7695;1029;961;906;845;793;709;613;562;415;351;309;278;236;163;147;119;117;111;109;49.8431;30;48.9195;51.8932;11;7;4;1;1;1;0;0;1727;0;1520;208;389;2109;0;1132;179;424;1692;0;1621;175;356;1677;0;1687;453;27;2;1;0
47.525419|19.186151;7;98.2107;93.6774;89.9425;969;891;791;662;555;517;427;376;293;252;236;211;181;85;72;59;57;54;52;74.9238;18;74.2422;90.3441;2;2;2;0;0;0;760;0;1457;0;1370;618;399;1353;0;1434;654;403;963;0;1770;673;438;1218;0;1461;1030;135;1;1;1
47.525419|19.186151;8;44.8959;59.4995;58.9753;987;937;834;686;550;423;295;242;137;101;64;57;20;0;0;0;0;0;0;175.192;180;26.487;26.9263;0;0;0;0;0;0;172;0;232;0;9;3467;136;281;0;0;3402;161;119;0;0;3562;163;0;0;0;3816;28;0;2;0
47.525419|19.186151;9;40.8736;59.3288;57.1579;899;762;682;597;427;345;252;196;168;76;54;49;48;16;16;16;0;0;0;173.352;180;10.9156;12.7812;0;0;0;0;0;0;0;0;134;0;11;3614;85;144;0;5;3655;40;156;0;2;3666;20;278;0;11;3555;0;0;2;0
47.525419|19.186151;10;67.0003;69.5512;69.0416;949;923;871;849;813;793;769;744;733;699;687;682;636;581;572;558;546;522;496;135.388;180;71.8762;84.7183;10;8;4;2;2;1;363;0;2846;0;535;425;38;3260;0;297;264;23;2931;0;333;580;0;3321;0;516;7;0;2;1;1
47.525419|19.186151;11;66.6137;65.7849;64.1496;965;899;868;820;807;735;721;687;680;651;615;596;583;542;469;394;378;343;309;110.129;60;79.8339;90.5444;14;10;5;0;0;0;532;0;2528;0;276;891;149;2716;0;168;902;58;2408;0;200;1236;0;3095;0;709;40;0;2;1;1
47.525419|19.186151;12;95.3481;91.4992;87.4794;989;913;879;781;705;676;611;558;501;432;427;388;377;362;313;204;186;178;117;77.8119;60;63.1064;64.0578;7;5;3;1;1;1;848;0;2073;0;1053;348;370;2338;0;938;235;333;1976;0;1371;228;269;2005;0;1625;214;0;2;1;1
47.525419|19.186151;13;113.296;115.174;112.077;963;827;788;711;640;621;564;500;424;423;333;326;293;290;264;253;222;189;187;108.687;60;75.4283;81.9179;8;5;3;1;1;1;0;0;1631;0;1464;216;533;1777;0;1345;190;532;1506;0;1632;160;546;1656;0;2083;105;0;2;1;0
47.525419|19.186151;14;85.8725;89.7349;85.2034;952;903;767;656;563;505;412;354;253;222;176;143;51;50;48;25;15;8;8;107.012;120;56.8223;58.4548;7;7;3;2;2;1;0;0;1625;0;649;750;820;1485;0;655;805;899;1291;0;885;924;744;1068;0;897;1879;0;1;2;1
47.525419|19.186151;15;107.954;105.882;100.882;964;937;868;799;737;683;606;532;461;430;388;339;304;273;265;186;179;73;66;71.3585;60;56.3005;55.8447;10;5;4;5;4;3;113;0;1692;0;1619;122;411;2280;0;1040;79;445;2085;0;1292;74;393;2573;0;934;337;0;1;1;1
47.525419|19.186151;16;119.073;109.235;103.456;885;838;747;710;657;623;526;486;432;411;359;295;263;233;158;154;147;143;132;35.3863;18;21.1894;22.0056;7;5;3;0;0;0;564;0;1924;0;1850;0;70;2145;0;1695;0;4;2190;0;1654;0;0;3199;0;645;0;0;2;1;1
