Image_name;Cell_id;RgbMean_r;RgbMean_g;RgbMean_b;Canny_thresh_10;Canny_thresh_15;Canny_thresh_20;Canny_thresh_25;Canny_thresh_30;Canny_thresh_35;Canny_thresh_40;Canny_thresh_45;Canny_thresh_50;Canny_thresh_55;Canny_thresh_60;Canny_thresh_65;Canny_thresh_70;Canny_thresh_75;Canny_thresh_80;Canny_thresh_85;Canny_thresh_90;Canny_thresh_95;Canny_thresh_100;Mean;Modus;Mean_dev;Modus_dev;Harris_Q0.02_D5;Harris_Q0.02_D10;Harris_Q0.02_D20;Harris_Q0.16_D5;Harris_Q0.16_D10;Harris_Q0.16_D20;Road;Main_road;Laws_W7_b;Laws_W7_o;Laws_W7_r;Laws_W7_v_r;Laws_W7_v_u;Laws_W11_b;Laws_W11_o;Laws_W11_r;Laws_W11_v_r;Laws_W11_v_u;Laws_W15_b;Laws_W15_o;Laws_W15_r;Laws_W15_v_r;Laws_W15_v_u;Laws_W31_b;Laws_W31_o;Laws_W31_r;Laws_W31_v_r;Laws_W31_v_u;b;v;r
46.100006|18.233296;0;61.9854;55.7986;42.5021;1095;1078;1016;994;948;931;855;766;732;666;495;362;321;219;85;52;31;31;30;60.7461;60;35.9108;35.4662;2;2;2;0;0;0;0;0;10;0;0;3834;0;0;0;0;3844;0;0;0;0;3844;0;24;0;41;3779;0;0;2;0
46.100006|18.233296;1;42.6002;36.3005;33.1152;928;904;851;826;768;686;657;608;516;485;413;392;209;175;129;128;120;116;56;131.943;0;118.189;55.4804;4;3;3;0;0;0;0;0;4;0;0;3840;0;0;0;0;3844;0;0;0;0;3844;0;0;0;0;3844;0;0;2;0
46.100006|18.233296;2;46.891;50.019;43.9368;1018;996;951;921;859;792;729;683;603;576;525;501;467;406;347;309;259;251;221;134.116;60;84.5658;91.5424;6;6;2;0;0;0;0;0;83;0;16;3741;4;54;0;0;3790;0;0;0;0;3844;0;85;0;0;3759;0;0;2;0
46.100006|18.233296;3;43.2159;50.3645;46.6683;1022;1011;974;941;911;881;847;831;785;768;640;568;447;402;276;99;47;47;35;150.394;240;64.8196;102.782;8;6;4;0;0;0;0;0;47;0;0;3673;124;31;0;0;3745;68;0;0;0;3818;26;525;0;153;3166;0;0;2;0
46.100006|18.233296;4;49.4787;51.8819;51.4657;1021;987;949;913;887;852;764;672;631;600;533;493;334;272;228;205;151;141;106;157.45;60;86.6094;113.289;6;5;3;1;1;1;0;0;116;0;4;3649;75;105;0;4;3709;26;183;0;11;3645;5;685;0;455;2704;0;0;2;0
46.100006|18.233296;5;54.9305;56.0892;55.6465;1005;973;903;828;737;658;589;490;468;434;386;267;221;160;133;86;78;72;68;176.973;240;86.3354;95.5202;0;0;0;0;0;0;0;0;47;0;147;3508;142;159;0;98;3485;102;140;0;140;3500;64;528;0;1097;2097;122;0;2;0
46.100006|18.233296;6;55.6701;57.025;55.8007;1001;914;824;769;701;683;623;595;552;475;398;386;293;236;221;170;163;97;87;175.787;240;87.6191;99.3339;1;1;1;0;0;0;0;0;39;0;182;3333;290;117;0;136;3421;170;121;0;310;3259;154;336;0;1792;1486;230;0;2;0
46.100006|18.233296;7;71.0726;76.9605;69.8382;996;977;935;913;849;822;804;784;745;718;635;608;531;487;442;326;258;177;146;138.851;60;66.7703;95.3502;9;6;4;0;0;0;0;0;183;0;773;2572;316;464;0;745;2502;133;535;0;1013;2296;0;488;0;2958;366;32;0;2;0
46.100006|18.233296;8;66.4017;74.2672;69.6852;992;976;910;885;853;787;726;714;676;611;537;512;495;466;427;357;328;274;261;153.758;180;61.0823;66.5439;10;6;4;2;2;2;399;0;589;0;241;2579;435;792;0;230;2443;379;942;0;304;2234;364;1162;0;2286;393;3;1;2;1
46.100006|18.233296;9;59.5523;68.9953;68.2685;960;929;891;870;829;798;774;746;732;718;620;511;483;476;406;305;173;161;157;173.041;180;46.1411;46.663;9;7;3;2;2;2;486;0;313;0;74;2880;577;366;0;86;2780;612;379;0;158;2790;517;1171;0;2195;433;45;1;2;1
46.100006|18.233296;10;57.3208;54.3892;39.5146;1109;1078;1030;1003;985;964;938;926;880;866;717;635;563;401;357;266;178;152;137;69.6837;60;37.4646;32.3924;6;6;4;0;0;0;0;0;6;0;0;3829;9;21;0;0;3817;6;0;0;0;3843;1;89;0;133;3622;0;0;2;0
46.100006|18.233296;11;52.7724;47.1948;39.154;1065;1037;997;967;920;883;763;697;610;537;421;300;204;126;94;92;67;67;60;98.4909;60;85.219;56.4722;2;2;2;0;0;0;0;0;14;0;0;3830;0;0;0;0;3844;0;0;0;0;3844;0;0;0;0;3844;0;0;2;0
46.100006|18.233296;12;46.1267;48.1491;45.475;965;931;908;886;850;824;742;677;630;620;583;549;396;378;334;267;167;164;57;151.019;240;89.1461;107.576;4;3;1;1;1;1;0;0;147;0;3;3669;25;117;0;0;3727;0;101;0;0;3743;0;53;0;0;3791;0;1;2;0
46.100006|18.233296;13;45.2097;54.4355;53.2604;1026;981;922;875;824;813;778;774;754;726;691;679;566;519;500;295;259;209;121;174.27;240;52.4655;79.7545;8;8;3;0;0;0;0;0;182;0;3;3404;255;166;0;0;3518;160;107;0;19;3610;108;1274;0;85;2485;0;1;2;0
46.100006|18.233296;14;55.1686;57.7921;58.9344;1051;1016;990;947;918;832;747;685;606;595;433;361;296;287;242;182;149;81;79;195.261;240;70.4772;75.8194;6;3;2;1;0;0;0;0;168;0;5;3471;200;207;0;0;3525;112;190;0;16;3527;111;572;0;630;2642;0;1;2;0
46.100006|18.233296;15;48.7073;55.5161;54.6296;1053;990;937;909;873;793;679;609;540;485;376;309;259;206;113;93;60;36;17;182.382;240;53.8989;75.2327;1;1;1;0;0;0;0;0;4;0;0;3607;233;0;0;0;3608;236;0;0;0;3699;145;341;0;670;2692;141;0;2;0
46.100006|18.233296;16;52.3967;55.2659;54.1028;1098;1054;1010;981;932;868;784;759;689;591;504;397;373;230;198;162;63;56;8;171.392;240;87.3258;99.3941;1;1;1;0;0;0;0;0;0;0;0;3675;169;0;0;4;3792;48;0;0;3;3837;4;947;0;981;1916;0;0;2;0
