Image_name;Cell_id;RgbMean_r;RgbMean_g;RgbMean_b;Canny_thresh_10;Canny_thresh_15;Canny_thresh_20;Canny_thresh_25;Canny_thresh_30;Canny_thresh_35;Canny_thresh_40;Canny_thresh_45;Canny_thresh_50;Canny_thresh_55;Canny_thresh_60;Canny_thresh_65;Canny_thresh_70;Canny_thresh_75;Canny_thresh_80;Canny_thresh_85;Canny_thresh_90;Canny_thresh_95;Canny_thresh_100;Mean;Modus;Mean_dev;Modus_dev;Harris_Q0.02_D5;Harris_Q0.02_D10;Harris_Q0.02_D20;Harris_Q0.16_D5;Harris_Q0.16_D10;Harris_Q0.16_D20;Road;Main_road;Laws_W7_b;Laws_W7_o;Laws_W7_r;Laws_W7_v_r;Laws_W7_v_u;Laws_W11_b;Laws_W11_o;Laws_W11_r;Laws_W11_v_r;Laws_W11_v_u;Laws_W15_b;Laws_W15_o;Laws_W15_r;Laws_W15_v_r;Laws_W15_v_u;Laws_W31_b;Laws_W31_o;Laws_W31_r;Laws_W31_v_r;Laws_W31_v_u;b;v;r
48.002508|19.197633;0;107.358;110.686;92.8325;580;285;93;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;71.3673;63;10.9817;13.8068;0;0;0;0;0;0;0;0;281;0;9;0;3554;407;0;6;0;3431;193;0;36;0;3615;4;0;9;0;3831;0;2;0
48.002508|19.197633;1;102.475;107.434;89.7989;230;97;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;76.8265;85;9.83641;12.7898;0;0;0;0;0;0;0;0;800;0;8;0;3036;693;0;47;0;3104;467;0;19;0;3358;0;0;0;0;3844;0;2;0
48.002508|19.197633;2;133.767;123.615;106.928;471;366;169;92;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44.1873;28;19.957;25.6978;0;0;0;0;0;0;0;0;203;0;31;0;3610;56;0;11;0;3777;18;0;0;0;3826;0;0;0;0;3844;0;2;0
48.002508|19.197633;3;117.077;113.329;97.8478;705;466;170;87;86;53;53;53;27;27;26;26;25;0;0;0;0;0;0;57.4446;29;23.76;37.0654;0;0;0;0;0;0;0;0;757;0;124;0;2963;451;0;85;0;3308;218;0;162;0;3464;0;0;0;0;3844;0;2;0
48.002508|19.197633;4;98.3933;101.129;86.8824;538;319;109;94;80;80;80;71;71;71;71;6;0;0;0;0;0;0;0;73.7872;86;23.2777;26.2877;0;0;0;0;0;0;451;0;1110;0;78;0;2656;1214;0;162;0;2468;1187;0;223;0;2434;26;0;14;0;3804;0;2;0
48.002508|19.197633;5;109.271;95.763;84.8371;684;524;211;178;133;99;99;92;91;91;43;0;0;0;0;0;0;0;0;26.5866;25;5.28117;5.51442;0;0;0;0;0;0;34;0;208;0;220;0;3416;12;0;279;0;3553;0;0;157;0;3687;0;0;291;0;3553;0;2;0
48.002508|19.197633;6;117.778;107.275;93.3252;750;460;194;137;82;82;76;76;75;4;0;0;0;0;0;0;0;0;0;37.6262;31;17.7795;18.9744;0;0;0;0;0;0;0;0;421;0;451;0;2972;255;0;305;0;3284;101;0;262;0;3481;0;0;156;0;3688;0;2;0
48.002508|19.197633;7;110.345;107.183;92.0819;477;318;145;103;56;55;41;35;35;0;0;0;0;0;0;0;0;0;0;57.8504;90;26.1115;41.4207;0;0;0;0;0;0;0;0;577;0;351;0;2916;793;0;319;0;2732;528;0;44;0;3272;0;0;0;0;3844;0;2;0
48.002508|19.197633;8;96.2575;100.447;85.4706;251;59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;78.3411;88;19.6634;21.9082;0;0;0;0;0;0;0;0;355;0;124;0;3365;903;0;25;0;2916;751;0;0;0;3093;0;0;0;0;3844;0;2;0
48.002508|19.197633;9;89.2833;96.8853;82.719;141;31;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;93.0086;88;17.0803;17.7997;0;0;0;0;0;0;169;0;314;0;9;0;3521;671;0;7;0;3166;524;0;60;0;3260;2;0;116;0;3726;0;2;0
48.002508|19.197633;10;111.913;111.318;94.7281;634;403;195;123;105;104;12;12;12;12;12;12;12;11;8;0;0;0;0;60.6277;67;18.774;19.8262;0;0;0;0;0;0;415;0;429;0;231;0;3184;263;0;353;0;3228;36;0;371;0;3437;0;0;0;0;3844;0;2;0
48.002508|19.197633;11;107.544;109.86;93.1028;523;329;86;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;69.1327;67;14.6992;14.8531;0;0;0;0;0;0;13;0;502;0;73;0;3269;410;0;32;0;3402;191;0;2;0;3651;0;0;0;0;3844;0;2;0
48.002508|19.197633;12;147.698;131.994;115.475;567;359;217;128;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33.3148;27;14.0319;15.3877;0;0;0;0;0;0;0;0;70;0;86;0;3688;86;0;20;0;3738;75;0;0;0;3769;0;0;0;0;3844;0;2;0
48.002508|19.197633;13;108.61;109.218;93.7633;773;595;378;175;79;0;0;0;0;0;0;0;0;0;0;0;0;0;0;66.0362;64;16.6163;16.7406;0;0;0;0;0;0;0;0;592;0;158;0;3094;306;0;46;0;3492;204;0;18;0;3622;0;0;0;0;3844;0;2;0
48.002508|19.197633;14;105.307;102.986;89.2607;497;363;273;181;171;171;170;153;150;149;148;24;0;0;0;0;0;0;0;61.9823;27;32.8774;48.0105;0;0;0;0;0;0;480;0;467;0;405;0;2972;628;0;563;0;2653;508;0;726;0;2610;5;0;0;0;3839;0;2;0
48.002508|19.197633;15;115.862;102.683;91.1589;448;352;298;298;297;293;291;247;164;162;161;108;0;0;0;0;0;0;0;28.9485;30;8.98505;9.04639;0;0;0;0;0;0;0;0;355;0;301;0;3188;110;0;382;0;3352;49;0;392;0;3403;0;0;0;0;3844;0;2;0
48.002508|19.197633;16;111.027;98.1384;87.1441;671;464;329;317;288;288;241;185;168;168;150;144;0;0;0;0;0;0;0;28.0939;30;6.6039;6.87355;0;0;0;0;0;0;0;0;247;0;229;0;3368;121;0;194;0;3529;1;0;170;0;3673;8;0;0;0;3836;0;2;0
48.002508|19.197633;17;106.416;93.8559;83.7651;749;561;151;126;103;89;69;21;17;16;15;15;0;0;0;0;0;0;0;27.1371;25;6.26172;6.61646;0;0;0;0;0;0;0;0;242;0;122;0;3480;49;0;89;0;3706;0;0;112;0;3732;0;0;0;0;3844;0;2;0
48.002508|19.197633;18;104.852;93.7849;83.7019;716;371;113;73;73;73;50;1;1;1;1;1;1;1;1;1;1;0;0;28.699;23;5.87689;8.18688;0;0;0;0;0;0;0;0;108;0;324;0;3412;22;0;408;0;3414;0;0;1;0;3843;0;0;425;0;3419;0;2;0
48.002508|19.197633;19;110.172;102.372;90.4032;724;497;293;276;258;249;232;115;85;56;55;49;40;40;39;39;39;29;25;41.0671;32;21.7396;23.5551;0;0;0;0;0;0;0;0;949;0;575;2;2318;740;0;870;0;2234;288;0;452;0;3104;22;0;245;44;3533;0;2;0
48.002508|19.197633;20;118.464;110.773;98.9053;705;589;373;319;267;160;80;78;71;70;64;53;51;51;51;0;0;0;0;49.6543;30;39.1059;43.7683;0;0;0;0;0;0;513;0;598;0;643;0;2603;237;0;643;0;2964;38;0;905;0;2901;1;0;239;0;3604;0;2;0
48.002508|19.197633;21;100.649;98.2034;89.0073;720;610;487;439;413;408;345;307;292;236;169;133;117;48;0;0;0;0;0;75.3944;180;56.8526;119.069;0;0;0;0;0;0;468;0;1050;0;501;71;2222;633;0;711;45;2455;232;0;1147;12;2453;356;0;934;206;2348;0;2;0
48.002508|19.197633;22;116.379;105.339;93.2973;750;621;468;383;362;290;271;257;249;238;219;193;68;35;0;0;0;0;0;35.3489;27;16.6251;18.6042;0;0;0;0;0;0;477;0;952;0;500;0;2392;713;0;574;0;2557;277;0;824;1;2742;234;0;622;201;2787;0;2;0
48.002508|19.197633;23;92.7151;94.936;82.2034;868;686;394;311;167;147;94;81;7;4;4;2;0;0;0;0;0;0;0;73.0614;60;21.1499;24.8589;0;0;0;0;0;0;474;0;662;0;124;20;3038;232;0;98;74;3440;67;0;324;11;3442;0;0;451;74;3319;0;2;0
48.002508|19.197633;24;112.348;104.362;91.4995;672;549;422;361;310;257;215;208;157;140;99;43;23;22;0;0;0;0;0;43.4852;27;22.1108;27.5812;0;0;0;0;0;0;809;0;609;0;430;259;2546;290;0;514;277;2763;104;0;702;244;2794;5;0;150;16;3673;0;2;0
48.002508|19.197633;25;120.83;106.524;95.2893;264;227;211;187;167;167;154;151;130;113;103;103;102;90;0;0;0;0;0;28.1082;24;10.138;10.939;0;0;0;0;0;0;183;0;632;0;61;0;3151;213;0;96;0;3535;54;0;179;0;3611;68;0;62;118;3596;0;2;0
48.002508|19.197633;26;125.76;108.871;98.1509;181;96;87;68;55;51;16;16;16;16;16;16;16;16;0;0;0;0;0;23.4116;21;3.30546;4.09184;0;0;0;0;0;0;0;0;112;0;145;0;3587;26;0;130;0;3688;0;0;100;0;3744;26;0;0;0;3818;0;2;0
48.002508|19.197633;27;121.251;107.165;95.6857;539;299;143;137;93;23;9;9;6;2;0;0;0;0;0;0;0;0;0;27.7755;24;5.75272;6.88126;0;0;0;0;0;0;0;0;25;0;85;0;3734;7;0;21;0;3816;3;0;0;0;3841;0;0;0;0;3844;0;2;0
48.002508|19.197633;28;105.338;98.9519;89.6407;824;644;409;323;277;265;226;218;198;183;176;155;152;116;71;70;57;32;30;43.6173;30;40.0869;41.8319;1;1;1;0;0;0;0;0;838;0;244;51;2711;607;0;281;21;2935;370;0;567;0;2907;262;0;769;322;2491;1;2;0
48.002508|19.197633;29;128.167;117.72;107.114;946;888;838;823;745;682;617;593;562;490;467;447;390;365;326;265;240;210;159;35.0073;30;26.492;26.9125;13;11;5;2;2;2;0;0;2099;0;1000;14;731;2003;0;1252;0;589;2247;0;1208;0;389;2182;0;1428;94;140;1;1;0
48.002508|19.197633;30;125.875;113.836;105.511;962;927;822;743;684;635;472;390;362;320;283;153;86;49;24;0;0;0;0;28.982;30;12.7975;13.088;8;4;3;0;0;0;899;0;1718;0;1016;0;1110;1154;0;1347;0;1343;970;0;1980;0;894;1169;0;2053;122;500;1;1;1
