Image_name;Cell_id;RgbMean_r;RgbMean_g;RgbMean_b;Canny_thresh_10;Canny_thresh_15;Canny_thresh_20;Canny_thresh_25;Canny_thresh_30;Canny_thresh_35;Canny_thresh_40;Canny_thresh_45;Canny_thresh_50;Canny_thresh_55;Canny_thresh_60;Canny_thresh_65;Canny_thresh_70;Canny_thresh_75;Canny_thresh_80;Canny_thresh_85;Canny_thresh_90;Canny_thresh_95;Canny_thresh_100;Mean;Modus;Mean_dev;Modus_dev;Harris_Q0.02_D5;Harris_Q0.02_D10;Harris_Q0.02_D20;Harris_Q0.16_D5;Harris_Q0.16_D10;Harris_Q0.16_D20;Road;Main_road;Laws_W7_b;Laws_W7_o;Laws_W7_r;Laws_W7_v_r;Laws_W7_v_u;Laws_W11_b;Laws_W11_o;Laws_W11_r;Laws_W11_v_r;Laws_W11_v_u;Laws_W15_b;Laws_W15_o;Laws_W15_r;Laws_W15_v_r;Laws_W15_v_u;Laws_W31_b;Laws_W31_o;Laws_W31_r;Laws_W31_v_r;Laws_W31_v_u;b;v;r
47.787144|18.879966;0;81.7237;111.502;110.123;915;853;727;641;619;612;543;528;465;441;432;348;268;231;210;166;76;75;73;176.323;180;8.17288;8.96209;0;0;0;0;0;0;0;0;748;0;0;117;2979;210;0;0;58;3576;11;0;0;0;3833;0;0;0;0;3844;0;2;0
47.787144|18.879966;1;64.4337;99.0963;100.101;984;918;749;635;485;364;212;162;154;132;132;121;74;74;74;74;0;0;0;180.454;180;7.19172;7.20605;0;0;0;0;0;0;0;0;315;0;0;319;3210;6;0;0;134;3704;3;0;0;0;3841;2;0;0;0;3842;0;2;0
47.787144|18.879966;2;64.719;101.693;101.852;932;881;821;740;661;521;349;312;222;219;183;105;105;105;105;4;4;4;4;180.084;180;3.82876;3.82967;0;0;0;0;0;0;0;0;140;0;0;464;3240;84;0;4;107;3649;26;0;9;0;3809;34;0;71;0;3739;0;2;0
47.787144|18.879966;3;70.7713;101.576;101.496;997;909;823;748;598;556;438;431;425;411;370;273;238;238;238;209;209;209;206;179.573;180;5.58236;5.59866;0;0;0;0;0;0;49;0;437;0;0;542;2865;30;0;0;479;3335;0;0;0;74;3770;0;0;44;40;3760;0;2;0
47.787144|18.879966;4;77.9703;100.342;101.446;990;970;855;809;739;630;552;508;469;408;363;291;182;145;145;144;136;136;134;180.765;180;10.2492;10.2847;1;1;1;0;0;0;718;0;2010;0;0;716;1118;955;0;0;742;2147;41;0;3;695;3105;20;0;350;658;2816;0;2;0
47.787144|18.879966;5;74.2992;102.889;103.186;1025;973;868;761;601;426;345;246;213;179;134;115;104;59;47;47;46;45;44;180.107;180;6.76617;6.76702;1;1;0;0;0;0;469;0;980;0;24;273;2567;465;0;0;277;3102;7;0;3;193;3641;17;0;209;19;3599;0;2;0
47.787144|18.879966;6;66.546;99.1545;99.7929;1020;954;854;738;571;336;247;134;113;112;104;104;102;85;85;85;85;85;70;180.77;180;5.55933;5.61245;0;0;0;0;0;0;881;0;136;0;0;396;3312;0;0;0;467;3377;0;0;0;300;3544;0;0;0;146;3698;0;2;0
47.787144|18.879966;7;74.905;103.496;102.507;983;949;866;787;635;537;382;320;277;232;165;163;161;159;158;153;148;128;88;176.197;180;11.0173;11.6554;1;1;1;0;0;0;960;0;332;0;0;742;2770;0;0;0;764;3080;0;0;0;550;3294;0;0;0;0;3844;0;2;0
47.787144|18.879966;8;81.0525;107.348;106.733;974;865;736;660;511;412;371;350;335;323;303;298;297;297;293;286;266;215;205;169.276;180;32.0009;33.7505;0;0;0;0;0;0;978;0;337;0;71;539;2897;31;0;26;680;3107;0;0;0;212;3632;0;0;0;0;3844;0;2;0
47.787144|18.879966;9;86.2427;101.246;104.146;916;863;710;653;529;485;432;424;400;385;374;353;288;276;225;169;151;149;148;139.663;180;72.0456;82.5717;5;4;3;0;0;0;858;0;369;0;147;1347;1981;46;0;24;1400;2374;0;0;0;1268;2576;0;0;0;704;3140;0;2;0
47.787144|18.879966;10;101.219;116.774;116.37;869;756;607;536;457;446;418;318;301;289;289;280;276;266;265;239;229;221;116;157.021;180;46.301;51.6911;0;0;0;0;0;0;0;0;382;0;0;351;3111;0;0;0;294;3550;0;0;0;227;3617;0;0;0;2;3842;0;2;0
