Image_name;Cell_id;RgbMean_r;RgbMean_g;RgbMean_b;Canny_thresh_10;Canny_thresh_15;Canny_thresh_20;Canny_thresh_25;Canny_thresh_30;Canny_thresh_35;Canny_thresh_40;Canny_thresh_45;Canny_thresh_50;Canny_thresh_55;Canny_thresh_60;Canny_thresh_65;Canny_thresh_70;Canny_thresh_75;Canny_thresh_80;Canny_thresh_85;Canny_thresh_90;Canny_thresh_95;Canny_thresh_100;Mean;Modus;Mean_dev;Modus_dev;Harris_Q0.02_D5;Harris_Q0.02_D10;Harris_Q0.02_D20;Harris_Q0.16_D5;Harris_Q0.16_D10;Harris_Q0.16_D20;Road;Main_road;Laws_W7_b;Laws_W7_o;Laws_W7_r;Laws_W7_v_r;Laws_W7_v_u;Laws_W11_b;Laws_W11_o;Laws_W11_r;Laws_W11_v_r;Laws_W11_v_u;Laws_W15_b;Laws_W15_o;Laws_W15_r;Laws_W15_v_r;Laws_W15_v_u;Laws_W31_b;Laws_W31_o;Laws_W31_r;Laws_W31_v_r;Laws_W31_v_u;b;v;r
47.588365|19.109792;0;44.2162;62.6038;58.0385;943;833;608;487;356;310;153;133;116;42;31;26;26;26;26;26;26;26;26;166.721;180;16.23;20.9709;0;0;0;0;0;0;0;0;0;0;177;2809;858;0;0;0;3583;261;0;0;0;3674;170;0;0;0;3738;106;0;2;0
47.588365|19.109792;1;51.8946;69.6545;64.8135;853;786;604;504;389;316;263;223;163;161;157;145;141;132;125;105;101;100;91;163.996;180;21.2159;26.5835;1;1;1;0;0;0;0;0;0;0;715;2175;954;0;0;40;3058;746;0;0;0;3186;658;0;0;0;3360;484;0;2;0
47.588365|19.109792;2;48.6878;66.6915;65.3593;785;572;360;328;299;255;239;218;205;189;187;179;170;110;92;90;90;89;87;176.224;180;9.87858;10.5757;0;0;0;0;0;0;0;0;0;0;121;2275;1448;0;0;0;2056;1788;0;0;0;1993;1851;0;0;0;2387;1457;0;2;0
47.588365|19.109792;3;39.3858;50.4711;53.5689;877;783;645;571;391;267;194;168;123;111;59;14;10;0;0;0;0;0;0;195.317;180;13.9175;20.6974;0;0;0;0;0;0;72;0;0;0;2;3807;35;0;0;0;3831;13;0;0;0;3844;0;0;0;0;3844;0;0;2;0
47.588365|19.109792;4;45.0817;55.0117;57.0775;963;889;772;655;433;344;278;222;171;94;86;53;49;27;0;0;0;0;0;193.024;180;18.6132;22.7182;0;0;0;0;0;0;18;0;0;0;126;3507;211;0;0;4;3727;113;0;0;0;3761;83;0;0;0;3844;0;0;2;0
47.588365|19.109792;5;37.4597;51.4412;52.4204;925;777;588;486;370;340;271;226;153;60;6;5;0;0;0;0;0;0;0;187.663;180;16.8688;18.528;0;0;0;0;0;0;34;0;0;0;18;3784;42;0;0;7;3834;3;0;0;0;3844;0;0;0;0;3844;0;0;2;0
47.588365|19.109792;6;48.0708;65.3757;61.4909;892;801;632;511;342;209;135;66;27;5;5;4;4;0;0;0;0;0;0;167.87;169;12.5391;12.5899;0;0;0;0;0;0;36;0;24;0;549;2376;895;31;0;155;3233;425;9;0;130;3477;228;0;0;377;3465;2;0;2;0
47.588365|19.109792;7;46.2438;61.3496;60.0952;956;827;590;471;275;124;59;34;20;0;0;0;0;0;0;0;0;0;0;178.017;180;18.9095;19.0132;0;0;0;0;0;0;47;0;0;0;260;2986;598;0;0;2;3556;286;0;0;0;3707;137;0;0;18;3826;0;0;2;0
47.588365|19.109792;8;33.4826;48.5692;51.8215;960;886;778;682;410;283;169;154;111;62;45;38;34;0;0;0;0;0;0;191.366;180;11.9862;16.5196;0;0;0;0;0;0;81;0;3;0;38;3789;14;0;0;64;3777;3;0;0;42;3799;3;0;0;101;3743;0;0;2;0
47.588365|19.109792;9;34.6907;50.7008;54.7549;946;852;587;489;435;339;239;156;116;103;80;74;0;0;0;0;0;0;0;191.907;191;8.21191;8.26185;0;0;0;0;0;0;1;0;15;0;45;3722;62;8;0;82;3749;5;0;0;60;3776;8;0;0;135;3709;0;0;2;0
47.588365|19.109792;10;48.2159;65.3691;57.8312;853;758;595;457;347;325;167;163;128;126;115;101;99;96;94;94;92;91;80;170.612;150;50.7504;54.692;1;1;1;0;0;0;0;0;0;0;809;1783;1252;0;0;123;2514;1207;0;0;0;2458;1386;0;0;0;2494;1350;0;2;0
47.588365|19.109792;11;42.3689;53.2162;55.7963;648;492;421;375;313;306;268;266;238;231;209;180;158;157;151;151;151;151;151;197.979;180;46.1311;51.3485;3;2;1;0;0;0;0;0;0;0;206;2121;1517;0;0;34;2904;906;0;0;0;3127;717;0;0;0;3498;346;0;2;0
47.588365|19.109792;12;33.3332;50.2284;50.8182;817;677;567;447;266;233;148;120;103;75;69;69;40;40;0;0;0;0;0;182.125;180;8.41717;8.68143;0;0;0;0;0;0;43;0;0;0;34;3528;282;0;0;0;3535;309;0;0;0;3555;289;0;0;0;3671;173;0;2;0
47.588365|19.109792;13;35.6652;53.2901;52.8613;919;850;645;530;350;230;102;68;38;15;15;15;13;13;11;0;0;0;0;180.299;180;12.5459;12.5495;0;0;0;0;0;0;45;0;0;0;0;3747;97;0;0;0;3844;0;0;0;0;3844;0;0;0;0;3844;0;0;2;0
