Image_name;Cell_id;RgbMean_r;RgbMean_g;RgbMean_b;Canny_thresh_10;Canny_thresh_15;Canny_thresh_20;Canny_thresh_25;Canny_thresh_30;Canny_thresh_35;Canny_thresh_40;Canny_thresh_45;Canny_thresh_50;Canny_thresh_55;Canny_thresh_60;Canny_thresh_65;Canny_thresh_70;Canny_thresh_75;Canny_thresh_80;Canny_thresh_85;Canny_thresh_90;Canny_thresh_95;Canny_thresh_100;Mean;Modus;Mean_dev;Modus_dev;Harris_Q0.02_D5;Harris_Q0.02_D10;Harris_Q0.02_D20;Harris_Q0.16_D5;Harris_Q0.16_D10;Harris_Q0.16_D20;Road;Main_road;Laws_W7_b;Laws_W7_o;Laws_W7_r;Laws_W7_v_r;Laws_W7_v_u;Laws_W11_b;Laws_W11_o;Laws_W11_r;Laws_W11_v_r;Laws_W11_v_u;Laws_W15_b;Laws_W15_o;Laws_W15_r;Laws_W15_v_r;Laws_W15_v_u;Laws_W31_b;Laws_W31_o;Laws_W31_r;Laws_W31_v_r;Laws_W31_v_u;b;v;r
47.314668|19.165741;0;125.395;116.794;111.221;955;885;778;763;661;626;581;529;432;413;366;356;286;199;183;153;134;127;121;31.4217;20;25.6982;27.478;2;2;1;0;0;0;434;0;1795;0;1678;232;139;1882;0;1815;118;29;1980;0;1810;27;27;3080;0;602;0;162;1;1;1
47.314668|19.165741;1;128.305;118.074;112.502;943;899;818;773;720;690;675;664;622;522;485;446;395;267;216;160;148;147;69;40.7916;18;37.9422;39.1738;9;6;5;0;0;0;474;0;2310;0;926;416;192;2333;0;1184;326;1;2558;0;1010;275;1;2905;0;532;96;311;2;1;1
47.314668|19.165741;2;139.986;120.005;114.775;883;809;765;740;687;661;581;510;419;411;376;375;367;308;284;227;194;193;180;46.0299;18;35.3622;28.1382;16;10;5;3;3;3;0;0;2583;0;740;246;275;2628;0;903;130;183;2816;0;863;64;101;3500;0;237;0;107;2;1;0
47.314668|19.165741;3;129.868;116.743;112.624;907;858;795;770;723;693;589;546;505;462;328;314;273;248;178;169;113;96;89;47.411;18;37.5189;23.7638;8;6;3;2;2;1;326;746;2211;0;1133;307;193;2090;0;1482;203;69;2255;0;1355;175;59;2971;0;541;99;233;1;1;1
47.314668|19.165741;4;102.684;98.8319;92.8033;1045;964;889;819;728;604;492;468;426;408;387;364;319;267;249;219;126;120;96;58.0408;60;46.7408;46.9033;4;4;2;0;0;0;504;0;809;0;1221;1364;450;727;0;1436;1521;160;904;0;1324;1509;107;1395;0;200;2071;178;1;2;1
47.314668|19.165741;5;114.76;107.351;101.631;893;831;695;616;551;479;308;234;177;162;116;84;83;52;52;51;51;5;3;36.5793;16;27.4436;33.1029;1;1;1;0;0;0;0;0;1444;0;1727;429;244;1336;0;2023;430;55;1607;0;1816;403;18;2673;0;690;355;126;1;1;1
47.314668|19.165741;6;98.4703;97.2843;90.8424;817;730;575;485;321;277;242;206;134;122;114;114;100;100;99;97;97;74;71;65.1824;60;46.917;47.1509;0;0;0;0;0;0;0;0;988;0;900;849;1107;1199;0;1059;762;824;1701;0;706;633;804;695;0;1430;964;755;1;2;0
47.314668|19.165741;7;134.022;119.905;114.144;859;809;728;692;509;491;463;403;390;386;379;375;299;294;254;212;191;185;96;30.873;20;29.3098;30.5703;3;2;2;1;1;1;0;0;1940;0;793;240;871;1889;0;925;163;867;1972;0;921;120;831;2593;0;280;0;971;1;1;0
47.314668|19.165741;8;119.606;111.392;104.173;842;765;653;544;451;424;384;326;298;172;75;73;18;18;17;14;12;12;4;39.4227;18;33.5971;39.4933;0;0;0;0;0;0;0;0;1688;0;1418;291;447;1857;0;1343;266;378;1714;0;1539;209;382;1714;0;507;341;1282;0;2;0
47.314668|19.165741;9;111.967;105.955;99.2963;795;748;625;509;409;372;292;213;205;139;130;72;57;44;43;43;43;43;0;39.8327;30;29.2057;30.5467;0;0;0;0;0;0;0;0;1244;0;1756;343;501;1258;0;2077;189;320;1499;0;1892;96;357;2137;0;1169;37;501;0;2;0
47.314668|19.165741;10;116.859;107.028;100.666;1002;952;871;827;768;735;626;549;408;338;252;233;200;170;74;74;74;74;64;41.7638;30;36.2629;37.979;4;4;2;0;0;0;77;0;1561;0;1482;533;268;1762;0;1576;478;28;2356;0;1138;343;7;2151;0;1142;8;543;1;1;1
47.314668|19.165741;11;123.438;114.271;108.909;929;832;736;678;654;615;544;516;429;406;322;306;266;212;115;86;59;23;21;32.3416;20;28.7253;30.9677;9;6;3;0;0;0;490;0;2003;0;1302;327;212;1943;0;1544;299;58;2230;0;1354;242;18;2839;0;480;116;409;2;1;1
47.314668|19.165741;12;133.383;117.499;112.08;941;863;747;642;543;504;403;397;346;337;331;307;287;283;274;228;175;174;171;45.2021;18;36.1296;34.4123;9;8;4;0;0;0;38;0;2191;0;1163;188;302;2256;0;1323;159;106;2549;0;1162;97;36;3253;0;591;0;0;2;1;1
47.314668|19.165741;13;140.316;127.054;123.321;842;791;730;708;683;668;612;605;578;542;450;428;386;325;251;247;117;95;70;46.6683;16;36.0021;11.3238;9;5;3;0;0;0;338;721;2794;0;800;0;250;2821;0;976;0;47;3041;0;796;0;7;3361;0;460;0;23;2;0;1
47.314668|19.165741;14;135.016;122.963;117.918;964;915;849;789;725;611;550;508;464;395;362;312;298;267;231;230;171;143;118;27.898;18;22.8733;22.7368;8;6;4;2;2;2;296;0;2329;0;865;263;387;2600;0;856;236;152;2556;0;1072;211;5;2969;0;792;13;70;1;1;1
47.314668|19.165741;15;133.986;117.789;112.573;986;933;844;791;738;674;623;543;511;488;430;285;258;208;147;134;75;54;44;20.5424;16;9.82317;8.97435;6;4;3;0;0;0;747;0;1905;0;1442;66;431;1990;0;1582;10;262;2054;0;1563;0;227;2653;0;746;0;445;1;1;1
47.314668|19.165741;16;118.067;109.324;103.364;957;890;831;800;614;595;542;525;459;437;391;290;258;196;188;181;156;12;12;34.8645;16;31.3018;35.8155;3;3;2;0;0;0;40;0;1410;0;1728;459;247;1295;0;2030;465;54;1813;0;1583;367;81;3213;0;217;409;5;2;1;1
47.314668|19.165741;17;104.07;102.117;95.4222;1025;942;834;762;635;591;422;354;303;268;191;182;166;106;45;31;30;25;25;59.3426;60;38.0499;38.0944;0;0;0;0;0;0;0;0;943;0;1265;1061;575;1115;0;1175;1252;302;1367;0;899;1286;292;1084;0;1023;1294;443;1;2;0
